Date,SPY,RSP,^SPXEW,^SP500EW,NG=F,HO=F,RB=F,CL=F,BZ=F,XHB,ITB,^TNX
2017-02,203.13461303710938,76.96696472167969,3686.02001953125,3686.02001953125,2.7739999294281006,1.6208000183105469,1.5119999647140503,54.0099983215332,55.59000015258789,32.969825744628906,28.314542770385742,2.3580000400543213
2017-03,203.38844299316406,76.98296356201172,3679.719970703125,3679.719970703125,3.190000057220459,1.5736000537872314,1.7000999450683594,50.599998474121094,52.83000183105469,34.137298583984375,29.74868392944336,2.3959999084472656
2017-04,205.40733337402344,77.49158477783203,3701.449951171875,3701.449951171875,3.2760000228881836,1.503999948501587,1.5479999780654907,49.33000183105469,51.72999954223633,34.669124603271484,30.074270248413086,2.2820000648498535
2017-05,208.30624389648438,77.92385864257812,3716.25,3716.25,3.071000099182129,1.5153000354766846,1.6122000217437744,48.31999969482422,50.310001373291016,34.37571716308594,30.14867401123047,2.196000099182129
2017-06,209.63417053222656,78.83118438720703,3754.030029296875,3754.030029296875,3.0350000858306885,1.4754999876022339,1.5152000188827515,46.040000915527344,47.91999816894531,35.39791488647461,31.60096549987793,2.302000045776367
2017-07,213.94302368164062,80.09001159667969,3810.8798828125,3810.8798828125,2.7939999103546143,1.651900053024292,1.7058000564575195,50.16999816894531,52.650001525878906,35.23255157470703,31.535778045654297,2.2920000553131104
2017-08,214.56727600097656,79.29048156738281,3767.489990234375,3767.489990234375,3.0399999618530273,1.7575000524520874,2.139899969100952,47.22999954223633,52.380001068115234,35.076358795166016,31.740623474121094,2.121000051498413
2017-09,218.89064025878906,81.61740112304688,3871.050048828125,3871.050048828125,3.006999969482422,1.8116999864578247,1.6065000295639038,51.66999816894531,57.540000915527344,36.64902114868164,34.05275344848633,2.3259999752044678
2017-10,224.0486297607422,82.5058364868164,3910.27001953125,3910.27001953125,,,,,,38.066375732421875,37.0535774230957,2.375999927520752
2017-11,230.89683532714844,85.64103698730469,4051.43994140625,4051.43994140625,3.0250000953674316,1.892699956893921,1.7283999919891357,57.400001525878906,63.56999969482422,40.339683532714844,39.9332389831543,2.4170000553131104
2017-12,233.6970977783203,86.704833984375,4092.2099609375,4092.2099609375,2.953000068664551,2.075500011444092,1.7992000579833984,60.41999816894531,66.5999984741211,40.835079193115234,40.767616271972656,2.4049999713897705
2018-01,246.86814880371094,90.50670623779297,4271.72998046875,4271.72998046875,2.994999885559082,2.069200038909912,1.9075000286102295,64.7300033569336,69.05000305175781,41.287147521972656,39.984336853027344,2.7200000286102295
2018-02,237.89193725585938,86.53319549560547,4078.820068359375,4078.820068359375,2.6670000553131104,1.913599967956543,1.757699966430664,61.63999938964844,65.77999877929688,37.40293884277344,35.72294235229492,2.868000030517578
