t,c,l,s200,w200,cape,trcape,cpi,div,tr_nom,tr_real,price_real
1927-12-30,17.66,17.66,,,18.8602,24.3752,17.3,0.77,1,19.3001,340.841
1928-01-03,17.66,17.55,,,18.9456,24.4,17.3,0.7767,1.00085,19.3165,340.841
1928-01-09,17.58,17.35,,,18.8598,24.2895,17.3,0.7767,0.997158,19.2453,339.297
1928-01-16,17.48,17.26,,,18.7525,24.1513,17.3,0.7767,0.992334,19.1522,337.367
1928-01-23,17.69,17.52,,,18.9778,24.4415,17.3,0.7767,1.0051,19.3986,341.42
1928-01-30,17.4,17.4,,,18.6667,24.0408,17.3,0.7767,0.989475,19.097,335.823
1928-02-06,17.54,17.44,,,19.1085,24.5291,17.1,0.7833,0.998293,19.4925,342.484
1928-02-14,17.04,17.04,,,18.5638,23.8299,17.1,0.7833,0.970692,18.9536,332.721
1928-02-20,17.18,16.95,,,18.7163,24.0256,17.1,0.7833,0.979526,19.1261,335.455
1928-02-27,17.3,17.11,,,18.8471,24.1935,17.1,0.7833,0.987226,19.2765,337.798
1928-03-05,17.93,17.57,,,19.5937,25.0664,17.1,0.79,1.02404,19.9954,350.099
1928-03-12,18.26,17.92,,,19.9543,25.5277,17.1,0.79,1.04376,20.3803,356.543
1928-03-19,18.78,18.36,,,20.5226,26.2547,17.1,0.79,1.07435,20.9777,366.696
1928-03-26,19.28,18.89,,,21.069,26.9537,17.1,0.79,1.10382,21.5531,376.459
1928-04-02,19.23,18.91,,,21.0716,26.8612,17.1,0.7967,1.10184,21.5144,375.483
1928-04-09,19.73,19.1,,,21.6195,27.5596,17.1,0.7967,1.13137,22.0909,385.246
1928-04-16,19.34,19.34,,,21.1922,27.0148,17.1,0.7967,1.10988,21.6714,377.63
1928-04-23,19.68,19.15,,,21.5647,27.4898,17.1,0.7967,1.13027,22.0695,384.269
1928-04-30,20.24,19.75,,,22.1784,28.272,17.1,0.7967,1.16331,22.7147,395.204
1928-05-07,20.36,20.21,,,22.2257,28.2328,17.2,0.8033,1.1711,22.7338,395.236
1928-05-14,19.92,19.92,,,21.7454,27.6227,17.2,0.8033,1.14668,22.2597,386.694
1928-05-21,19.9,19.36,,,21.7236,27.5949,17.2,0.8033,1.14642,22.2546,386.306
1928-05-28,20.07,19.57,,,21.9091,27.8307,17.2,0.8033,1.1571,22.462,389.606
1928-06-04,19.37,19.37,,,21.2983,26.9694,17.1,0.81,1.11764,21.8229,378.216
1928-06-11,18.74,18.34,,,20.6055,26.0922,17.1,0.81,1.08219,21.1307,365.915
1928-06-18,18.54,18.34,,,20.3856,25.8137,17.1,0.81,1.07154,20.9227,362.01
1928-06-25,19.14,18.47,,,21.0454,26.6491,17.1,0.81,1.10712,21.6174,373.725
1928-07-02,19.39,18.98,,,21.335,26.9333,17.1,0.8167,1.12249,21.9175,378.607
1928-07-09,18.96,18.81,,,20.8618,26.336,17.1,0.8167,1.0985,21.4492,370.211
1928-07-16,19.03,18.7,,,20.9389,26.4333,17.1,0.8167,1.10347,21.5462,371.577
1928-07-23,19.42,19.09,,,21.368,26.975,17.1,0.8167,1.12699,22.0055,379.193
1928-07-30,19.36,19.33,,,21.302,26.8917,17.1,0.8167,1.12442,21.9553,378.021
1928-08-06,19.25,19.25,,,21.179,26.6568,17.1,0.8233,1.11895,21.8486,375.873
1928-08-13,19.64,19.13,,,21.6081,27.1968,17.1,0.8233,1.14254,22.3092,383.488
1928-08-20,20.34,19.77,,,22.3782,28.1662,17.1,0.8233,1.18419,23.1223,397.156
1928-08-27,20.87,20.38,,,22.9614,28.9001,17.1,0.8233,1.21597,23.7428,407.505
1928-09-04,21.09,20.94,,,22.9177,28.7574,17.3,0.83,1.22971,23.7336,407.04
1928-09-10,21.14,20.92,,,22.972,28.8256,17.3,0.83,1.23356,23.8079,408.005
1928-09-17,21.36,21.18,,,23.2111,29.1256,17.3,0.83,1.24733,24.0736,412.251
1928-09-24,21.14,21.13,,,22.972,28.8256,17.3,0.83,1.23541,23.8437,408.005
1928-10-01,21.22,21.19,,,23.1635,28.9812,17.2,0.8367,1.24103,24.0913,411.93
1928-10-08,21.51,21.11,,,23.4801,29.3773,17.2,0.8367,1.25893,24.4388,417.56
1928-10-15,21.96,21.65,19.246,,23.9713,29.9919,17.2,0.8367,1.28621,24.9683,426.295
1928-10-22,21.65,21.65,19.3554,,23.6329,29.5685,17.2,0.8367,1.26899,24.6342,420.277
1928-10-29,21.95,21.68,19.4678,,23.9604,29.9782,17.2,0.8367,1.28752,24.9938,426.101
1928-11-05,22.55,22.24,19.5639,,24.5664,30.645,17.2,0.8433,1.32367,25.6955,437.749
1928-11-12,23.37,22.84,19.6997,,25.4597,31.7594,17.2,0.8433,1.37275,26.6484,453.667
1928-11-19,23.7,23.22,19.8493,,25.8192,32.2078,17.2,0.8433,1.39309,27.0431,460.073
1928-11-26,24.28,23.8,19.9801,,26.4511,32.996,17.2,0.8433,1.42814,27.7235,471.332
1928-12-03,22.36,22.36,20.1351,,24.4382,30.3988,17.1,0.85,1.31616,25.6992,436.599
1928-12-10,22.53,22.31,20.2688,,24.624,30.6299,17.1,0.85,1.32713,25.9134,439.918
1928-12-17,23.33,22.44,20.4043,,25.4983,31.7175,17.1,0.85,1.37522,26.8524,455.539
1928-12-24,23.98,23.44,20.5198,,26.2087,32.6012,17.1,0.85,1.4145,27.6193,468.231
1928-12-31,24.85,24.35,20.6511,,27.1596,33.784,17.1,0.85,1.46678,28.6402,485.218
1929-01-07,24.54,24.17,20.7938,,26.7346,33.1586,17.1,0.86,1.44946,28.302,479.165
1929-01-14,24.77,24.23,20.9331,,26.9852,33.4693,17.1,0.86,1.46402,28.5863,483.656
1929-01-21,25.48,24.86,21.0835,,27.7586,34.4287,17.1,0.86,1.50696,29.4248,497.519
1929-01-28,25.84,25.35,21.2333,,28.1508,34.9151,17.1,0.86,1.52923,29.8596,504.549
1929-02-04,24.44,24.44,21.3788,,26.5345,32.8165,17.1,0.87,1.44737,28.2612,477.212
1929-02-11,24.35,24.35,21.4833,,26.4368,32.6957,17.1,0.87,1.44303,28.1764,475.455
1929-02-18,24.86,24.38,21.5755,,26.9905,33.3805,17.1,0.87,1.47425,28.7859,485.413
1929-02-25,25.83,24.91,21.7007,,28.0437,34.6829,17.1,0.87,1.53276,29.9285,504.353
1929-03-04,25.31,24.92,21.827,,27.5452,33.9682,17,0.88,1.50291,29.5182,497.107
1929-03-11,26.08,24.95,21.9693,,28.3832,35.0016,17,0.88,1.54963,30.436,512.23
1929-03-18,25.55,25.55,22.1207,,27.8063,34.2903,17,0.88,1.51915,29.8372,501.821
1929-03-25,25.53,24.35,22.2257,,27.7846,34.2635,17,0.88,1.51897,29.8336,501.428
1929-04-01,25.05,24.86,22.3835,,27.3176,33.5941,16.9,0.89,1.49143,29.466,494.912
1929-04-08,25.15,24.63,22.5437,,27.4267,33.7282,16.9,0.89,1.4984,29.6038,496.887
1929-04-15,25.41,25,22.7037,,27.7102,34.0769,16.9,0.89,1.51491,29.93,502.024
1929-04-22,25.58,25.58,22.8632,,27.8956,34.3049,16.9,0.89,1.52606,30.1504,505.383
1929-04-29,26.37,25.53,23.0387,,28.7571,35.3643,16.9,0.89,1.57421,31.1017,520.991
1929-05-06,26.34,26.02,23.2185,,28.4326,34.8703,17,0.9,1.57346,30.9039,517.337
1929-05-13,26.09,25.64,23.3838,,28.1627,34.5393,17,0.9,1.55956,30.6308,512.427
1929-05-20,25.12,24.76,23.5296,,27.1157,33.2552,17,0.9,1.50261,29.5123,493.375
1929-05-27,24.83,24.2,23.6344,,26.8026,32.8713,17,0.9,1.4863,29.192,487.679
1929-06-03,25.53,25.27,23.787,,27.2731,33.3596,17.1,0.91,1.52925,29.8599,498.496
1929-06-10,25.93,25.27,23.9259,,27.7004,33.8823,17.1,0.91,1.55425,30.3482,506.306
1929-06-17,26.62,26.32,24.0722,,28.4376,34.7839,17.1,0.91,1.59666,31.1762,519.779
1929-06-24,27.41,26.62,24.2227,,29.2815,35.8162,17.1,0.91,1.6451,32.1219,535.204
1929-07-01,28.32,27.77,24.3618,,29.7651,36.3058,17.3,0.92,1.70077,32.8252,546.58
1929-07-08,28.57,28.2,24.5388,,30.0279,36.6263,17.3,0.92,1.71685,33.1355,551.405
1929-07-15,28.76,28.45,24.7225,,30.2276,36.8699,17.3,0.92,1.72933,33.3763,555.072
1929-07-22,28.66,28.43,24.9077,,30.1225,36.7417,17.3,0.92,1.72438,33.2808,553.142
1929-07-29,29.56,28.18,25.0944,,31.0684,37.8955,17.3,0.92,1.7796,34.3465,570.512
1929-08-05,28.38,28.38,25.2785,,29.6814,36.1036,17.3,0.93,1.70963,32.9962,547.738
1929-08-12,30.22,29.27,25.4726,,31.6058,38.4444,17.3,0.93,1.82155,35.1563,583.25
1929-08-19,31.09,30.5,25.6925,,32.5157,39.5511,17.3,0.93,1.87507,36.1892,600.041
1929-08-26,31.71,30.99,25.9084,,33.1641,40.3399,17.3,0.93,1.91354,36.9317,612.008
1929-09-03,31.83,31.02,26.077,,33.1152,40.1696,17.3,0.94,1.92188,37.0925,614.324
1929-09-09,31.38,31.1,26.2722,,32.647,39.6016,17.3,0.94,1.8958,36.5892,605.639
1929-09-16,31.39,31.39,26.4628,,32.6574,39.6143,17.3,0.94,1.89749,36.6219,605.832
1929-09-23,30.27,30.27,26.6643,,31.4922,38.2008,17.3,0.94,1.83088,35.3363,584.215
1929-09-30,28.65,28.65,26.8406,,29.8068,36.1564,17.3,0.94,1.73399,33.4663,552.949
1929-10-07,30.76,30.27,27.0219,,31.8272,38.5159,17.3,0.95,1.8628,35.9523,593.672
1929-10-14,28.84,28.84,27.1568,,29.8406,36.1118,17.3,0.95,1.74763,33.7296,556.616
1929-10-21,26.12,25.75,27.2172,,27.0262,32.706,17.3,0.95,1.58392,30.5698,504.12
1929-10-28,24.15,20.43,27.1792,,24.9878,30.2392,17.3,0.95,1.46556,28.2856,466.098
1929-11-04,21.18,20.61,27.1124,,21.7883,26.3348,17.3,0.96,1.28645,24.8286,408.777
1929-11-11,20.3,17.66,26.959,,20.883,25.2406,17.3,0.96,1.23412,23.8186,391.793
1929-11-18,21.53,20.09,26.8432,,22.1483,26.77,17.3,0.96,1.31002,25.2835,415.532
1929-11-25,20.92,20.66,26.7843,,21.5208,26.0115,17.3,0.96,1.27402,24.5888,403.759
1929-12-02,22.45,20.95,26.7115,,23.0872,27.8695,17.2,0.97,1.36834,26.5626,435.807
1929-12-09,21.7,21.17,26.6442,,22.3159,26.9384,17.2,0.97,1.32376,25.6973,421.248
1929-12-16,20.16,20.16,26.5334,,20.7322,25.0267,17.2,0.97,1.23095,23.8957,391.353
1929-12-23,20.82,20.26,26.4433,,21.4109,25.846,17.2,0.97,1.27239,24.7001,404.165
1929-12-30,21.23,20.89,26.3569,,21.8325,26.355,17.2,0.97,1.29859,25.2087,412.124
1930-01-06,21.55,21.29,26.2456,,22.1463,26.7002,17.1,0.9708,1.3193,25.7606,420.783
1930-01-13,21.31,21.31,26.1615,,21.8997,26.4029,17.1,0.9708,1.30575,25.496,416.096
1930-01-20,22.04,21.5,26.0785,,22.6499,27.3073,17.1,0.9708,1.35163,26.3917,430.35
1930-01-27,22.79,22.1,26.015,,23.4206,28.2366,17.1,0.9708,1.39877,27.3122,444.995
1930-02-03,22.97,22.74,25.9559,,23.5944,28.4099,17,0.9717,1.41096,27.7123,451.148
1930-02-10,23.35,23.12,25.9076,,23.9847,28.8799,17,0.9717,1.43545,28.1933,458.611
1930-02-17,22.92,22.64,25.8337,,23.543,28.3481,17,0.9717,1.41017,27.6967,450.166
1930-02-24,23.28,22.68,25.7543,,23.9128,28.7933,17,0.9717,1.43347,28.1543,457.236
1930-03-03,23.59,23.36,25.694,,24.2272,29.1361,16.9,0.9725,1.45371,28.7208,466.067
1930-03-10,23.45,23.45,25.6521,,24.0834,28.9632,16.9,0.9725,1.44623,28.5731,463.301
1930-03-17,24.29,23.67,25.6347,,24.9461,30.0007,16.9,0.9725,1.49919,29.6194,479.896
1930-03-24,24.85,24.25,25.6092,,25.5212,30.6924,16.9,0.9725,1.53491,30.3251,490.96
1930-03-31,25.54,24.15,25.5906,,26.2298,31.5446,16.9,0.9725,1.57868,31.1899,504.593
1930-04-07,25.84,25.46,25.5718,,26.2292,31.5042,17,0.9733,1.59838,31.3934,507.517
1930-04-14,25.75,25.56,25.5433,,26.1378,31.3945,17,0.9733,1.59397,31.3068,505.749
1930-04-21,25.32,25.29,25.4748,,25.7013,30.8702,17,0.9733,1.56851,30.8068,497.303
1930-04-28,23.57,23.57,25.3773,,23.925,28.7366,17,0.9733,1.46126,28.7003,462.932
1930-05-05,23.69,22.98,25.2469,,24.0559,28.8701,16.9,0.9742,1.46987,29.0401,468.042
1930-05-12,24.28,24.09,25.1392,,24.655,29.5891,16.9,0.9742,1.50764,29.7863,479.699
1930-05-19,24.03,23.74,25.0072,,24.4012,29.2845,16.9,0.9742,1.49328,29.5026,474.76
1930-05-26,24.49,24.23,24.9119,,24.8683,29.8451,16.9,0.9742,1.52302,30.0903,483.848
1930-06-02,23.52,23.52,24.7718,,23.8991,28.6741,16.8,0.975,1.46387,29.0937,467.45
1930-06-09,22.26,22.13,24.5637,,22.6188,27.138,16.8,0.975,1.38661,27.5583,442.408
1930-06-16,20.25,19.86,24.2933,,20.5764,24.6875,16.8,0.975,1.26257,25.0931,402.46
1930-06-23,19.81,19.39,23.9972,,20.1293,24.1511,16.8,0.975,1.23631,24.5711,393.715
1930-06-30,20.25,20.24,23.7783,,20.5764,24.6875,16.8,0.975,1.26494,25.1401,402.46
1930-07-07,20.55,19.83,23.4939,,21.027,25.2271,16.6,0.9758,1.28485,25.8435,413.343
1930-07-14,21.77,21.32,23.2593,,22.2753,26.7248,16.6,0.9758,1.3623,27.4014,437.882
1930-07-21,21.5,20.94,23.0536,,21.999,26.3934,16.6,0.9758,1.34658,27.0851,432.451
1930-07-28,21.11,21.08,22.8249,,21.6,25.9146,16.6,0.9758,1.32333,26.6175,424.607
1930-08-04,20.27,20.27,22.6095,,20.7678,24.9192,16.5,0.9767,1.27185,25.737,410.182
1930-08-11,20.7,19.88,22.4436,,21.2084,25.4478,16.5,0.9767,1.30001,26.3069,418.883
1930-08-18,20.79,20.54,22.3955,,21.3006,25.5585,16.5,0.9767,1.30684,26.4451,420.705
1930-08-25,21.37,20.68,22.4132,,21.8948,26.2715,16.5,0.9767,1.34448,27.2068,432.441
1930-09-02,21.34,21.02,22.4513,,21.6405,25.9716,16.6,0.9775,1.34378,27.0287,429.233
1930-09-08,21.5,21.5,22.4617,,21.8027,26.1663,16.6,0.9775,1.35503,27.2552,432.451
1930-09-15,20.68,20.68,22.4578,,20.9712,25.1683,16.6,0.9775,1.30454,26.2395,415.958
1930-09-22,19.43,19.43,22.3988,,19.7036,23.6471,16.6,0.9775,1.22687,24.6773,390.815
1930-09-29,19.42,18.59,22.3404,,19.6934,23.6349,16.6,0.9775,1.22743,24.6885,390.614
1930-10-06,18.11,17.67,22.2849,,18.408,22.1131,16.5,0.9783,1.14582,23.1867,366.472
1930-10-14,17.16,17.16,22.219,,17.4424,20.9531,16.5,0.9783,1.0869,21.9945,347.248
1930-10-20,17.74,16.9,22.1162,,18.0319,21.6613,16.5,0.9783,1.12483,22.762,358.985
1930-10-27,16.94,16.94,22.0147,,17.2187,20.6845,16.5,0.9783,1.0753,21.7596,342.796
1930-11-03,16.09,16.09,21.9169,,16.3995,19.7281,16.4,0.9792,1.02254,20.8182,327.581
1930-11-10,16.89,15.54,21.7688,,17.2149,20.709,16.4,0.9792,1.07458,21.8776,343.869
1930-11-17,17.2,16.48,21.6186,,17.5309,21.0891,16.4,0.9792,1.0955,22.3036,350.18
1930-11-24,16.38,16.38,21.4907,,16.6951,20.0837,16.4,0.9792,1.04447,21.2647,333.485
1930-12-01,16.43,16.42,21.3255,,17.0073,20.4974,16.1,0.98,1.04886,21.7519,340.736
1930-12-08,15.43,15.43,21.1476,,15.9722,19.2498,16.1,0.98,0.986225,20.453,319.998
1930-12-15,15.39,14.44,20.94,,15.9308,19.1999,16.1,0.98,0.984872,20.4249,319.168
1930-12-22,14.85,14.85,20.7664,,15.3718,18.5262,16.1,0.98,0.951522,19.7333,307.969
1930-12-29,15.85,14.72,20.6003,,16.4069,19.7738,16.1,0.98,1.0168,21.0872,328.708
1931-01-05,16.07,15.09,20.3944,,16.7996,20.2811,15.9,0.9667,1.03211,21.6738,337.462
1931-01-12,15.65,15.46,20.1743,,16.3605,19.7511,15.9,0.9667,1.00633,21.1324,328.643
1931-01-19,16.42,15.46,19.938,,17.1655,20.7228,15.9,0.9667,1.05704,22.1973,344.812
1931-01-26,16.19,16.02,19.6994,,16.925,20.4326,15.9,0.9667,1.04343,21.9115,339.982
1931-02-02,16.27,16.16,19.4663,,17.1795,20.7679,15.7,0.9533,1.04977,22.3254,346.015
1931-02-09,17.18,16.96,19.3046,,18.1404,21.9295,15.7,0.9533,1.10966,23.5993,365.368
1931-02-16,17.71,17.05,19.1359,,18.7,22.606,15.7,0.9533,1.14508,24.3525,376.639
1931-02-24,18.03,17.97,19.0268,,19.0379,23.0145,15.7,0.9533,1.16696,24.8177,383.445
1931-03-02,17.32,17.32,18.856,,18.357,22.2198,15.6,0.94,1.12217,24.0183,370.706
1931-03-09,17.32,17.32,18.6987,,18.357,22.2198,15.6,0.94,1.12334,24.0433,370.706
1931-03-16,18.06,17.58,18.5362,,19.1413,23.1692,15.6,0.94,1.17251,25.0957,386.545
1931-03-23,17.21,17.21,18.3856,,18.2404,22.0787,15.6,0.94,1.1185,23.9397,368.352
1931-03-30,16.45,16.45,18.2692,,17.4349,21.1037,15.6,0.94,1.07028,22.9076,352.085
1931-04-06,16.46,16.28,18.1698,,17.5106,21.2338,15.5,0.9267,1.07209,23.0944,354.572
1931-04-13,15.73,15.73,18.0812,,16.734,20.2921,15.5,0.9267,1.02571,22.0952,338.847
1931-04-20,15.29,15.22,17.9615,,16.2659,19.7245,15.5,0.9267,0.998176,21.5022,329.369
1931-04-27,14.65,14.37,17.8147,,15.5851,18.8989,15.5,0.9267,0.957559,20.6272,315.582
1931-05-04,15.44,14.94,17.6562,,16.5945,20.1708,15.3,0.9133,1.01034,22.0488,336.948
1931-05-11,14.44,14.44,17.4894,,15.5198,18.8644,15.3,0.9133,0.946056,20.6458,315.125
1931-05-18,13.94,13.75,17.3028,,14.9824,18.2112,15.3,0.9133,0.914448,19.956,304.213
1931-05-25,13.02,13.02,17.1127,,13.9936,17.0093,15.3,0.9133,0.855249,18.6641,284.136
1931-06-01,13.4,12.2,16.9289,,14.5521,17.7336,15.1,0.9,0.881347,19.4884,296.302
1931-06-08,13.75,13.34,16.7508,,14.9322,18.1968,15.1,0.9,0.905506,20.0226,304.041
1931-06-15,13.22,13.22,16.5572,,14.3566,17.4954,15.1,0.9,0.871743,19.276,292.322
1931-06-22,15.35,14.41,16.3949,,16.6697,20.3142,15.1,0.9,1.01334,22.407,339.421
1931-06-29,15.26,14.83,16.2334,,16.572,20.1951,15.1,0.9,1.00854,22.3009,337.43
1931-07-06,14.63,14.37,16.0807,,15.8416,19.3521,15.1,0.8867,0.96803,21.4052,323.5
1931-07-13,14.27,13.8,15.9496,,15.4518,18.8759,15.1,0.8867,0.945338,20.9034,315.539
1931-07-20,13.97,13.97,15.8314,,15.1269,18.479,15.1,0.8867,0.926594,20.4889,308.906
1931-07-27,13.73,13.73,15.7274,,14.8671,18.1616,15.1,0.8867,0.911806,20.1619,303.599
1931-08-03,13.61,13.55,15.6374,,14.6932,17.997,15.1,0.8733,0.904952,20.0104,300.945
1931-08-10,14.29,13.55,15.5453,,15.4273,18.8962,15.1,0.8733,0.951283,21.0349,315.982
1931-08-17,13.86,13.86,15.4735,,14.9631,18.3276,15.1,0.8733,0.923776,20.4266,306.474
1931-08-24,13.99,13.7,15.419,,15.1034,18.4995,15.1,0.8733,0.93356,20.643,309.348
1931-08-31,13.29,13.29,15.3395,,14.3477,17.5739,15.1,0.8733,0.887969,19.6349,293.87
1931-09-08,12.69,12.62,15.2557,,13.7496,16.9024,15,0.86,0.848985,18.898,282.473
1931-09-14,11.46,11.46,15.1366,,12.4169,15.2641,15,0.86,0.767803,17.0909,255.094
1931-09-21,10.92,10.68,15.0125,,11.8318,14.5448,15,0.86,0.732731,16.3102,243.074
1931-09-28,9.7,9.53,14.8843,,10.5099,12.9198,15,0.86,0.651979,14.5127,215.917
1931-10-05,10.55,8.82,14.7565,,11.4721,14.1672,14.9,0.8467,0.710206,15.9149,236.414
1931-10-13,10.36,9.87,14.6536,,11.2655,13.9121,14.9,0.8467,0.698511,15.6529,232.156
1931-10-19,10.84,10.49,14.5246,20.7105,11.7875,14.5566,14.9,0.8467,0.731973,16.4027,242.912
1931-10-26,10.43,10.07,14.3907,20.6744,11.3417,14.0061,14.9,0.8467,0.705387,15.8069,233.725
1931-11-02,11.11,10.5,14.2913,20.6416,12.2067,15.142,14.7,0.8333,0.75246,17.0912,252.35
1931-11-09,10.72,10.72,14.1632,20.6073,11.7782,14.6104,14.7,0.8333,0.727131,16.5159,243.492
1931-11-16,9.85,9.85,14.0137,20.5692,10.8223,13.4247,14.7,0.8333,0.669206,15.2002,223.731
1931-11-23,9.31,9.31,13.8671,20.5273,10.229,12.6887,14.7,0.8333,0.633608,14.3916,211.465
1931-11-30,9.02,9.02,13.667,20.4854,9.91037,12.2935,14.7,0.8333,0.614962,13.9681,204.878
1931-12-07,8.31,8.31,13.4366,20.4392,9.16269,11.4343,14.6,0.82,0.567631,12.9813,190.044
1931-12-14,8.36,7.72,13.2005,20.3958,9.21782,11.5031,14.6,0.82,0.572123,13.0841,191.188
1931-12-21,7.96,7.95,13.0102,20.3497,8.77678,10.9527,14.6,0.82,0.545828,12.4827,182.04
1931-12-28,8.12,7.76,12.8175,20.3038,8.9532,11.1729,14.6,0.82,0.557881,12.7584,185.699
1932-01-04,8.57,7.55,12.57,20.257,9.61534,12.071,14.3,0.7933,0.589846,13.7724,200.102
1932-01-11,8.92,8.39,12.3643,20.2103,10.008,12.564,14.3,0.7933,0.614986,14.3594,208.274
1932-01-18,8.21,8.21,12.1656,20.1575,9.21143,11.564,14.3,0.7933,0.567087,13.241,191.696
1932-01-25,7.94,7.94,11.9595,20.1008,8.90849,11.1837,14.3,0.7933,0.549491,12.8301,185.392
1932-02-01,7.78,7.78,11.7718,20.0435,8.82641,11.1436,14.1,0.7667,0.539438,12.7741,184.233
1932-02-08,8.12,7.5,11.6302,19.9855,9.21214,11.6306,14.1,0.7667,0.564035,13.3565,192.284
1932-02-15,8.72,8.48,11.4727,19.9324,9.89284,12.49,14.1,0.7667,0.606737,14.3677,206.492
1932-02-23,8.34,8.22,11.3363,19.8757,9.46173,11.9457,14.1,0.7667,0.581322,13.7659,197.494
1932-02-29,8.72,8.29,11.1914,19.8181,9.89284,12.49,14.1,0.7667,0.608837,14.4175,206.492
1932-03-07,8.52,8.52,11.0688,19.7589,9.70936,12.3235,14,0.74,0.595867,14.2111,203.197
1932-03-14,8.02,8.02,10.953,19.6994,9.13956,11.6003,14,0.74,0.561893,13.4008,191.273
1932-03-21,7.86,7.86,10.8444,19.6392,8.95723,11.3689,14,0.74,0.55168,13.1573,187.457
1932-03-28,7.18,7.18,10.6906,19.5747,8.1823,10.3853,14,0.74,0.504951,12.0428,171.239
1932-04-04,6.26,6.26,10.5145,19.5092,7.16933,9.16547,13.9,0.7133,0.441215,10.5984,150.372
1932-04-11,6.42,5.98,10.2937,19.4476,7.35257,9.39973,13.9,0.7133,0.453458,10.8925,154.215
1932-04-18,5.96,5.96,10.0696,19.3847,6.82575,8.72623,13.9,0.7133,0.421936,10.1354,143.165
1932-04-25,5.83,5.83,9.85985,19.3181,6.67687,8.53589,13.9,0.7133,0.413704,9.93761,140.043
1932-05-02,6.09,5.66,9.6506,19.2516,7.06358,9.1033,13.7,0.6867,0.433091,10.5552,148.424
1932-05-09,5.6,5.6,9.44155,19.1848,6.49525,8.37085,13.7,0.6867,0.399184,9.7288,136.482
1932-05-16,5.48,5.45,9.2327,19.1171,6.35606,8.19147,13.7,0.6867,0.391571,9.54327,133.557
1932-05-23,4.83,4.83,9.0198,19.0441,5.60215,7.21986,13.7,0.6867,0.346069,8.43431,117.715
1932-05-31,4.89,4.4,8.8313,18.9718,5.67174,7.30955,13.7,0.6867,0.351315,8.56214,119.178
1932-06-06,4.92,4.57,8.5996,18.9001,5.74006,7.46523,13.6,0.66,0.354382,8.7004,120.791
1932-06-13,4.83,4.82,8.37765,18.8261,5.63506,7.32867,13.6,0.66,0.348813,8.56369,118.581
1932-06-20,4.6,4.6,8.1564,18.7474,5.36672,6.97969,13.6,0.66,0.33312,8.1784,112.934
1932-06-27,4.6,4.43,7.9533,18.666,5.36672,6.97969,13.6,0.66,0.334039,8.20097,112.934
1932-07-05,4.41,4.41,7.80655,18.5826,5.13951,6.73813,13.6,0.6333,0.321126,7.88394,108.27
1932-07-11,4.93,4.6,7.651,18.5016,5.74553,7.53265,13.6,0.6333,0.359878,8.83534,121.036
1932-07-18,5.2,4.78,7.5273,18.4208,6.06019,7.94519,13.6,0.6333,0.380477,9.34105,127.665
1932-07-25,6.03,5.4,7.42105,18.3452,7.02749,9.21336,13.6,0.6333,0.442098,10.8539,148.042
1932-08-01,6.8,5.87,7.32515,18.2731,7.97817,10.5038,13.5,0.6067,0.499407,12.3517,168.183
1932-08-08,7,7,7.24155,18.2006,8.21283,10.8127,13.5,0.6067,0.514952,12.7362,173.129
1932-08-15,7.53,7.44,7.17275,18.1284,8.83465,11.6314,13.5,0.6067,0.5548,13.7217,186.238
1932-08-22,8.39,7.77,7.0997,18.0621,9.84366,12.9598,13.5,0.6067,0.619023,15.3102,207.508
1932-08-29,8.84,8.39,7.0438,17.9966,10.3716,13.6549,13.5,0.6067,0.653085,16.1526,218.638
1932-09-06,8.75,8.75,7.0239,17.9276,10.3402,13.6584,13.4,0.58,0.64726,16.128,218.027
1932-09-12,7.57,7.35,6.9786,17.8486,8.94577,11.8164,13.4,0.58,0.560797,13.9736,188.624
1932-09-19,8.4,7.34,6.9513,17.7721,9.92661,13.112,13.4,0.58,0.623111,15.5263,209.306
1932-09-26,8.08,8.04,6.94585,17.6911,9.54846,12.6125,13.4,0.58,0.600201,14.9554,201.332
1932-10-03,7.02,7.02,6.93335,17.6144,8.35953,11.0849,13.3,0.5533,0.522252,13.111,176.235
1932-10-10,7.13,6.42,6.9107,17.5374,8.49051,11.2586,13.3,0.5533,0.531227,13.3363,178.997
1932-10-17,6.82,6.82,6.89155,17.4548,8.12136,10.7691,13.3,0.5533,0.508923,12.7764,171.214
1932-10-24,7.09,6.76,6.85185,17.3704,8.44288,11.1954,13.3,0.5533,0.529865,13.3021,177.992
1932-10-31,6.88,6.48,6.80265,17.2805,8.19281,10.8638,13.3,0.5533,0.514966,12.9281,172.72
1932-11-07,7.68,6.92,6.78255,17.1962,9.21961,12.2694,13.2,0.5267,0.575604,14.5598,194.265
1932-11-14,7.13,7.13,6.76225,17.108,8.55935,11.3907,13.2,0.5267,0.535142,13.5363,180.353
1932-11-21,6.78,6.78,6.7446,17.0145,8.13918,10.8316,13.2,0.5267,0.509633,12.8911,171.499
1932-11-28,6.47,6.47,6.7088,16.9177,7.76704,10.3363,13.2,0.5267,0.487092,12.3209,163.658
1932-12-05,7.08,6.54,6.66735,16.8309,8.57186,11.4468,13.1,0.5,0.53374,13.6039,180.455
1932-12-12,7,6.99,6.6333,16.7441,8.475,11.3174,13.1,0.5,0.528434,13.4687,178.416
1932-12-19,6.57,6.57,6.58175,16.6527,7.9544,10.6222,13.1,0.5,0.496699,12.6598,167.456
