key,P,D,CPI,CAPE,TRCAPE
194606,18.58,0.68,18.7,15.773186880128748,20.714507926611375
194607,18.05,0.683333,19.8,14.508136111909076,19.03897404049836
194608,17.7,0.686667,20.2,13.984939309942765,18.340641021743625
194609,15.09,0.69,20.4,11.841267540149639,15.527660854694705
194610,14.75,0.696667,20.8,11.387602961765054,14.93186647929959
194611,14.69,0.703333,21.3,11.110043656743295,14.56552716195185
194612,15.13,0.71,21.5,11.37277942586271,14.904166173962976
194701,15.21,0.713333,21.5,11.469296334735581,15.022197025934332
194702,15.8,0.716667,21.5,11.949565314209439,15.637228584438999
194703,15.16,0.72,21.9,11.287903096501287,14.75750257603904
194704,14.6,0.733333,21.9,10.900825126392673,14.239032702754537
194705,14.34,0.746667,21.9,10.733674273688537,14.008519289638567
194706,14.84,0.76,22.0,11.082715855052092,14.448343003675758
194707,15.77,0.77,22.2,11.696446553354361,15.226610589448994
194708,15.46,0.78,22.5,11.337472355329826,14.739100764648134
194709,15.06,0.79,23.0,10.827463017228832,14.058032932818934
194710,15.45,0.806667,23.0,11.132662042754784,14.435005794121885
194711,15.27,0.823333,23.1,10.975407324839066,14.214670910685843
194712,15.03,0.84,23.4,10.680912531969184,13.820049087776741
194801,14.83,0.843333,23.7,10.419342657320323,13.470659208036272
194802,14.1,0.846667,23.5,9.999761169144179,12.922123925363076
194803,14.3,0.85,23.4,10.186680609489674,13.157348384869662
194804,15.4,0.85,23.8,10.77948448202462,13.91251910143472
194805,16.15,0.85,23.9,11.241032697984439,14.496634879651298
194806,16.82,0.85,24.1,11.583895756523841,14.925847493337084
194807,16.42,0.856667,24.4,11.134621739180936,14.338438705434069
194808,15.94,0.863333,24.5,10.723556662478137,13.80416363649166
194809,15.76,0.87,24.5,10.553013689399158,13.581595172569696
194810,16.19,0.89,24.4,10.825409809169495,13.929311962219316
194811,15.29,0.91,24.2,10.248096205635571,13.187035340998516
194812,15.19,0.93,24.1,10.159652938900916,13.073862008778557
194901,15.36,0.946667,24.0,10.248285758038982,13.187399442600718
194902,14.77,0.963333,23.8,9.872517140570059,12.70598184542879
194903,14.91,0.98,23.8,9.901332491240924,12.744166953113293
194904,14.89,0.993333,23.9,9.78363986754406,12.59379856082559
194905,14.78,1.00667,23.8,9.692295086395813,12.478488236972916
194906,13.97,1.02,23.9,9.067718943419532,11.680724874168513
194907,14.76,1.02667,23.7,9.605038093363918,12.375822887753243
194908,15.29,1.03333,23.8,9.851348638079227,12.693529992002608
194909,15.49,1.04,23.9,9.884048361738284,12.735568365609872
194910,15.89,1.07333,23.7,10.169850844772139,13.104711241762132
194911,16.11,1.10667,23.8,10.215861011650638,13.165319750818012
194912,16.54,1.14,23.6,10.52933090413114,13.570829980109991
195001,16.88,1.15,23.5,10.745733299747902,13.84968229661381
195002,17.21,1.16,23.5,10.911564066731675,14.060924925588573
195003,17.35,1.17,23.6,10.910946522976248,14.056777000220672
195004,17.84,1.18,23.6,11.17802160095609,14.394940886127358
195005,18.44,1.19,23.7,11.461543104586223,14.750478376961718
195006,18.74,1.2,23.8,11.554126144044279,14.858173852604393
195007,17.38,1.24333,24.1,10.539745658930983,13.550950714985758
195008,18.43,1.28667,24.3,11.040611670261534,14.189059134964529
195009,19.08,1.33,24.4,11.337391102277293,14.563472220744735
195010,19.87,1.37667,24.6,11.662444039105255,14.972212563986435
195011,19.83,1.42333,24.7,11.542173388716295,14.81257957159315
195012,19.75,1.47,25.0,11.306665788890758,14.508560511396041
195101,21.21,1.48667,25.4,11.895759839437062,15.257997535425229
195102,22.0,1.50333,25.7,12.141507370682689,15.565638866147733
195103,21.63,1.52,25.8,11.841626487283092,15.177316546374955
195104,21.92,1.53333,25.8,11.951097197083957,15.314143757332689
195105,21.93,1.54667,25.9,11.863875406269175,15.200667239383646
195106,21.55,1.56,25.9,11.615664857025175,14.884429187428127
195107,21.93,1.54667,25.9,11.778190092457805,15.093562700583258
195108,22.89,1.53333,25.9,12.256989084145143,15.703908734990362
195109,23.48,1.52,26.1,12.444953157150039,15.93952555502789
195110,23.36,1.48333,26.2,12.309457904118691,15.760621840301773
195111,22.71,1.44667,26.4,11.852030617771044,15.171743623530057
195112,23.41,1.41,26.5,12.147072568106783,15.543321334370384
195201,24.19,1.41333,26.5,12.527059748172302,16.022450086521854
195202,23.75,1.41667,26.3,12.364119350461095,15.811036351158725
195203,23.81,1.42,26.3,12.362339087390367,15.807510372330903
195204,23.74,1.43,26.4,12.242728683266883,15.656398613772165
195205,23.73,1.44,26.4,12.20047876194584,15.606497043627147
195206,24.38,1.45,26.5,12.44788158178937,15.927302555632712
195207,25.08,1.45,26.7,12.669112889622477,16.21404352437048
195208,25.18,1.45,26.7,12.678378236328623,16.230371537881865
195209,24.78,1.45,26.7,12.434678020425508,15.924746204626697
195210,24.26,1.43667,26.7,12.131183558686873,15.543695751343822
195211,25.03,1.42333,26.7,12.473469765515313,15.9864403608815
195212,26.04,1.41,26.7,12.933964306161378,16.576519452417237
195301,26.18,1.41,26.6,13.010773447995186,16.673801176941986
195302,25.86,1.41,26.5,12.8593468806879,16.479048621864916
195303,25.99,1.41,26.6,12.834819340092498,16.4460638274511
195304,24.71,1.41333,26.6,12.163901454006803,15.589068380196142
195305,24.84,1.41667,26.7,12.141970791867783,15.5632033871073
195306,23.95,1.42,26.8,11.624407885470085,14.904522212477088
195307,24.29,1.42,26.8,11.750201645310007,15.069129207230226
195308,24.39,1.42,26.9,11.715076201734005,15.027019046734077
195309,23.27,1.42,26.9,11.139349357262926,14.294747954197089
195310,23.97,1.43,27.0,11.391934765421416,14.623798898879695
195311,24.5,1.44,26.9,11.644070268505773,14.95306851337477
195312,24.83,1.45,26.9,11.754449184027298,15.10139525701598
195401,25.46,1.45667,26.9,12.002650554927826,15.427061391002457
195402,26.02,1.46333,26.9,12.21505248543284,15.705755365444617
195403,26.57,1.47,26.9,12.420105295189975,15.974058403613158
195404,27.63,1.46333,26.8,12.907868184060918,16.60305929186947
195405,28.73,1.45667,26.9,13.312042238025862,17.12137089768935
195406,28.96,1.45,26.9,13.357885903659001,17.17804350373734
195407,30.13,1.45667,26.9,13.83300956424533,17.78428965510127
195408,30.73,1.46333,26.9,14.042112347320577,18.047877301272553
195409,31.45,1.47,26.8,14.35647414329698,18.445764153358343
195410,32.18,1.49333,26.8,14.619231935730566,18.776965474104728
195411,33.44,1.51667,26.8,15.117311697434392,19.40760745758871
195412,34.97,1.54,26.7,15.789062002327087,20.257529192442494
195501,35.6,1.54667,26.7,15.990781062969837,20.50192786504852
195502,36.79,1.55333,26.7,16.437728215987118,21.056961301473905
195503,36.5,1.56,26.7,16.219282945537795,20.75929715246462
195504,37.76,1.56333,26.7,16.685266628063506,21.33404774609108
195505,37.6,1.56667,26.7,16.518057827257806,21.09780379424162
195506,39.78,1.57,26.7,17.370091963405315,22.15712167237055
195507,42.69,1.58667,26.8,18.454031906632878,23.5035102014631
195508,42.43,1.60333,26.8,18.222326463047754,23.173696654482637
195509,44.34,1.62,26.9,18.843960654261316,23.925531307723045
195510,42.11,1.62667,26.9,17.772325789386098,22.53236630332378
195511,44.95,1.63333,26.9,18.8355592882739,23.841583744997823
195512,45.37,1.64,26.8,18.94236903581358,23.93776574538757
195601,44.15,1.67,26.8,18.292585385418896,23.082459084217525
195602,44.43,1.7,26.8,18.266116815127788,23.01721641874302
195603,47.49,1.73,26.8,19.371210099299965,24.373586635398745
195604,48.05,1.75333,26.9,19.370593634578505,24.338669114170255
195605,46.54,1.77667,27.0,18.54450659175444,23.274196470664435
195606,46.27,1.8,27.2,18.158163846958704,22.767416558558143
195607,48.78,1.81333,27.4,18.85679759689679,23.620311675201723
195608,48.49,1.82667,27.3,18.670937110186426,23.368947299227298
195609,46.84,1.84,27.4,17.83664079631202,22.31147321044988
195610,46.24,1.80667,27.5,17.41895294863613,21.777269004413128
195611,45.76,1.77333,27.5,17.120339736628257,21.39208741537232
195612,46.44,1.74,27.6,17.197522725560923,21.474498795561207
195701,45.43,1.73667,27.6,16.71778007853301,20.863186388755373
195702,43.47,1.73333,27.7,15.84373314222974,19.762632437908916
195703,44.03,1.73,27.8,15.900417108869167,19.82183674226999
195704,45.05,1.73,27.9,16.123704360211754,20.086831188745077
195705,46.78,1.73,28.0,16.59811078911426,20.66110669340185
195706,47.55,1.73,28.1,16.72991887247286,20.806763725120597
195707,48.51,1.74,28.3,16.86888238397979,20.959760285686027
195708,45.84,1.75,28.3,15.868942729452241,19.702677805273034
195709,43.98,1.76,28.3,15.157274488962212,18.807961927666813
195710,41.24,1.77,28.3,14.149451489483535,17.551467653382648
195711,40.35,1.78,28.4,13.736242235298484,17.035278552833898
195712,40.33,1.79,28.4,13.673246057951383,16.954577613038246
195801,41.12,1.78333,28.6,13.788431552307634,17.09410885421223
195802,41.26,1.77667,28.6,13.784906390337676,17.08728198881139
195803,42.11,1.77,28.8,13.925589923892934,17.258155337067222
195804,42.34,1.75667,28.9,13.913501765262776,17.239665390241093
195805,43.7,1.74333,28.9,14.323824968409225,17.742987045801215
195806,44.75,1.73,28.9,14.63555555195626,18.122451008262203
195807,45.98,1.73,29.0,14.957457101901124,18.513137401048006
195808,47.7,1.73,28.9,15.544566891165912,19.229233309769263
195809,48.96,1.73,28.9,15.931923184092842,19.69535029838872
195810,50.95,1.73667,28.9,16.559803310351565,20.455148275406547
195811,52.5,1.74333,29.0,16.98888357938633,20.965610881429548
195812,53.49,1.75,28.9,17.35835736536995,21.399510465598848
195901,55.62,1.75667,29.0,17.98033934299339,22.1400104542214
195902,54.77,1.76333,28.9,17.759169263611415,21.841682331178742
195903,56.16,1.77,28.9,18.200871845485622,22.355431528386653
195904,57.1,1.77667,29.0,18.43075304878341,22.606141738483977
195905,57.96,1.78333,29.0,18.692721439594173,22.894229168466897
195906,57.46,1.79,29.1,18.448591397066473,22.562214820417083
195907,59.74,1.79667,29.2,19.090533975796504,23.310742907975126
195908,59.4,1.80333,29.2,18.958803640750205,23.114626571364777
195909,57.05,1.81,29.3,18.12329055675861,22.06562182278452
195910,57.0,1.81667,29.4,18.021962441515413,21.913293512657283
195911,57.23,1.82333,29.4,18.0717891305702,21.94586339590119
195912,59.06,1.83,29.4,18.624728977900098,22.588315691509766
196001,58.03,1.86667,29.3,18.33828499437555,22.215441275545846
196002,55.78,1.90333,29.4,17.54527510894597,21.23385676980203
196003,55.02,1.94,29.4,17.286020720522142,20.90186208386403
196004,55.73,1.94333,29.5,17.429766947597198,21.057013645323995
196005,55.22,1.94667,29.5,17.256170578727907,20.829617960486157
196006,57.26,1.95,29.6,17.82336381726473,21.494025476015537
196007,55.84,1.95,29.6,17.3768064728981,20.937549239049766
196008,56.51,1.95,29.6,17.582113039577667,21.166031871201216
196009,54.81,1.95,29.6,17.052015467817657,20.511204667640964
196010,53.73,1.95,29.8,16.60510453625102,19.958227629483627
196011,55.47,1.95,29.8,17.146088452418997,20.590981751601518
196012,56.8,1.95,29.8,17.562090833957118,21.07125094794225
196101,59.72,1.94667,29.8,18.47041698647717,22.138023912072306
196102,62.17,1.94333,29.8,19.234014498298347,23.028743280290055
196103,64.12,1.94,29.8,19.84422527272556,23.733978127182553
196104,65.83,1.94,29.8,20.382842975754766,24.352100217522803
196105,66.5,1.94,29.8,20.598606843297333,24.58439827006406
196106,65.62,1.94,29.8,20.332414551592283,24.24396485326972
196107,65.44,1.94667,30.0,20.146643736827304,24.001732449096924
196108,67.79,1.95333,29.9,20.941688475215173,24.92737178868873
196109,67.26,1.96,30.0,20.705243044147235,24.626812599567014
196110,68.0,1.98,30.0,20.92419014101077,24.869916653028188
196111,71.08,2.0,30.0,21.85795772195965,25.960088110372322
196112,71.74,2.02,30.0,22.04148019838225,26.158967454388552
196201,69.07,2.02667,30.0,21.197931400015204,25.1424599160829
196202,70.22,2.03333,30.1,21.45168775487336,25.42705712071742
196203,70.29,2.04,30.1,21.443158568526226,25.4005938657596
196204,68.05,2.04667,30.2,20.658336447649024,24.45737104891086
196205,62.99,2.05333,30.2,19.089367498116648,22.592739011982133
196206,55.63,2.06,30.2,16.827571244792455,19.917222641066676
196207,56.97,2.06667,30.3,17.14132566132278,20.289071663902092
196208,58.52,2.07333,30.3,17.571262631045524,20.797371453348283
196209,58.0,2.08,30.4,17.321461147465474,20.501925308455846
196210,56.17,2.09667,30.4,16.73982096790133,19.816278671377095
196211,60.04,2.11333,30.4,17.854386489497145,21.134634868091066
196212,62.64,2.13,30.4,18.585836118439858,21.99692844815037
196301,65.06,2.13667,30.4,19.259231693254055,22.787775396063658
196302,65.92,2.14333,30.4,19.469191309671405,23.029397502210223
196303,65.67,2.15,30.5,19.288064606604834,22.808875397934827
196304,68.76,2.16667,30.5,20.150077238226974,23.81965640164468
196305,70.14,2.18333,30.5,20.507585864952606,24.23244734996408
196306,70.11,2.2,30.6,20.384149993840992,24.07715317339321
196307,69.07,2.20333,30.7,19.969231885949632,23.57882651204825
196308,70.98,2.20667,30.7,20.472637900527673,24.16321423105722
196309,72.85,2.21,30.7,20.9603600907051,24.727136816950267
196310,73.03,2.23333,30.8,20.89134459541149,24.634554206566815
196311,72.62,2.25667,30.8,20.720399335339703,24.423701791634453
196312,74.17,2.28,30.9,21.038599376737043,24.78906855362926
196401,76.45,2.29667,30.9,21.627216196980918,25.47183857907227
196402,77.39,2.31333,30.9,21.83267082671032,25.702472478695203
196403,78.8,2.33,30.9,22.167245585982627,26.08399141025239
196404,79.94,2.34667,30.9,22.422192169737166,26.37088840344753
196405,80.72,2.36333,30.9,22.57433076956382,26.536112909394053
196406,80.24,2.38,31.0,22.300288036082783,26.201151795356164
196407,83.22,2.4,31.1,22.98435184573839,26.989715153331485
196408,82.0,2.42,31.0,22.650407292938784,26.58432227629419
196409,83.41,2.44,31.1,22.892221984231675,26.85404461770386
196410,84.85,2.46,31.1,23.212154680675326,27.214540709714253
196411,85.44,2.48,31.2,23.225019793095814,27.21460956506034
196412,83.96,2.5,31.2,22.752984772787258,26.64830703411381
196501,86.12,2.51667,31.2,23.269335081922463,27.237870222779122
196502,86.75,2.53333,31.2,23.372068272751328,27.342132127815116
196503,86.83,2.55,31.3,23.253528200034836,27.187223882061446
196504,87.97,2.57,31.4,23.420551954771284,27.365269983870892
196505,89.28,2.59,31.4,23.708808308861933,27.683223304413566
196506,85.04,2.61,31.6,22.38534298645778,26.12273837704228
196507,84.91,2.62667,31.6,22.30078171217442,26.008689840144708
196508,86.49,2.64333,31.6,22.665971845964382,26.417386639884455
196509,89.38,2.66,31.6,23.37414683164862,27.22229294175346
196510,91.39,2.68,31.7,23.775745523312686,27.66741422424398
196511,92.15,2.7,31.7,23.925461156673716,27.81807136929865
196512,91.73,2.72,31.8,23.694111549106324,27.525611912109806
196601,93.32,2.74,31.8,24.05848338842175,27.923438274605232
196602,92.69,2.76,32.0,23.700027145579398,27.482994403460832
196603,88.88,2.78,32.1,22.611112582289998,26.200300759745176
196604,91.6,2.79667,32.3,23.11369646261583,26.76040894831137
196605,86.78,2.81333,32.3,21.8521779767631,25.28360161027213
196606,86.06,2.83,32.4,21.55525338322626,24.925488570872403
196607,85.84,2.85,32.5,21.381702007433425,24.711793345102823
196608,80.65,2.87,32.7,19.913903864009814,23.008866665632205
196609,77.81,2.89,32.7,19.161676250615013,22.136998500688097
196610,77.13,2.88333,32.9,18.82540937131568,21.74693156657988
196611,80.99,2.87667,32.9,19.711251211928968,22.76571918029144
196612,81.33,2.87,32.9,19.73647375279197,22.79021908113516
196701,84.45,2.88,32.9,20.432242125384278,23.58698583926791
196702,87.36,2.89,32.9,21.074443163678446,24.32001954482433
196703,89.42,2.9,33.0,21.443898602019104,24.737345583070862
196704,90.96,2.9,33.1,21.686025566746242,25.007294802946525
196705,92.59,2.9,33.2,21.948477389658404,25.300129034292656
196706,91.43,2.9,33.3,21.55209760979349,24.835207934713086
196707,93.01,2.90667,33.4,21.804196245666365,25.11740069497411
196708,94.49,2.91333,33.5,22.030627049126018,25.369524753969277
196709,95.81,2.92,33.6,22.21914548866479,25.577428710702126
196710,95.66,2.92,33.7,22.068199194183887,25.395023055830503
196711,92.66,2.92,33.8,21.263102968336288,24.46296536056239
196712,95.3,2.92,33.9,21.75159780872364,25.01828401620644
196801,95.04,2.93,34.1,21.51153589633219,24.736682989926916
196802,90.75,2.94,34.2,20.42499237621423,23.486290074730892
196803,89.09,2.95,34.3,19.934711308295707,22.923790260635634
196804,95.67,2.96333,34.4,21.277356015671753,24.46580730498766
196805,97.87,2.97667,34.5,21.630227142779887,24.8693137487858
196806,100.5,2.99,34.7,22.004623431346545,25.29690301803491
196807,100.3,3.00333,34.9,21.753537415670962,25.006714675274825
196808,98.11,3.01667,35.0,21.137766793617864,24.299558060393476
196809,101.3,3.03,35.1,21.680275633292936,24.922460342186508
196810,103.8,3.04333,35.3,22.004606927956893,25.29364511811925
196811,105.4,3.05667,35.4,22.195529227158158,25.51103636149668
196812,106.5,3.07,35.5,22.277872995434887,25.603481925014687
196901,102.0,3.08,35.6,21.194968072847157,24.359671474340782
196902,101.5,3.09,35.8,20.895729901987238,24.01667442699468
196903,99.3,3.1,36.1,20.20228761648166,23.221677104407647
196904,101.3,3.11,36.3,20.428608081932158,23.482621868082433
196905,104.6,3.12,36.4,20.9722582719721,24.106259591810364
196906,99.14,3.13,36.6,19.713341583757632,22.660788139262053
196907,94.71,3.13667,36.8,18.681708207192763,21.47881578006711
196908,94.18,3.14333,37.0,18.429515590207746,21.19334928926969
196909,94.51,3.15,37.1,18.398046344676978,21.161648629370443
196910,95.52,3.15333,37.3,18.448662031815356,21.22391291801371
196911,96.21,3.15667,37.5,18.437760084691046,21.21568143933891
196912,91.11,3.16,37.7,17.32692991374269,19.945144752472125
197001,90.31,3.16333,37.8,17.090541395140207,19.681596538879813
197002,87.16,3.16667,38.0,16.37258678715985,18.86530086722817
197003,88.65,3.17,38.2,16.531690813943616,19.058795732982542
197004,85.95,3.17333,38.5,15.873067819354057,18.311411111344057
197005,76.06,3.17667,38.6,13.983836060789185,16.14957014615358
197006,75.59,3.18,38.8,13.79969179772518,15.955062559858035
197007,75.72,3.18333,39.0,13.726499744359765,15.8889353325004
197008,77.92,3.18667,39.0,14.100456516815443,16.339508329168662
197009,82.58,3.19,39.2,14.84266114524222,17.21512554125231
197010,84.37,3.17333,39.4,15.06418540408963,17.486678518763057
197011,84.28,3.15667,39.6,14.950761908791728,17.36984898530785
197012,90.05,3.14,39.8,15.87384068720574,18.45451554800622
197101,93.49,3.13,39.8,16.461793943491937,19.149002748259814
197102,97.11,3.12,39.9,17.034534781502124,19.824574232687674
197103,99.6,3.11,40.0,17.402902607188874,20.261603158151797
197104,103.0,3.10667,40.1,17.924110447959606,20.875485334712373
197105,101.6,3.10333,40.3,17.56415327969938,20.463891147264647
197106,99.72,3.1,40.6,17.0831668800707,19.911939063113696
197107,99.0,3.09667,40.7,16.88941470869335,19.694941690150536
197108,97.24,3.09333,40.8,16.519449443051556,19.273018870882776
197109,99.4,3.09,40.8,16.85679254783599,19.67491049438829
197110,97.29,3.08333,40.9,16.428862709159464,19.184397344751773
197111,92.78,3.07667,40.9,15.638712654326643,18.271922182649202
197112,99.17,3.07,41.1,16.603557212925327,19.405829401067106
197201,103.3,3.07,41.1,17.262996797035168,20.180821727051946
197202,105.2,3.07,41.3,17.46414760548617,20.41889860546095
197203,107.7,3.07,41.4,17.80564384961494,20.819715240429762
197204,108.8,3.07,41.5,17.9151616784983,20.948428276212166
197205,107.7,3.07,41.6,17.662646200372556,20.654075196229346
197206,108.0,3.07,41.7,17.640857315740252,20.629105958815607
197207,107.2,3.07333,41.9,17.398690031138173,20.346611167293215
197208,111.0,3.07667,42.0,17.943404688029805,20.98264090074068
197209,109.4,3.08,42.1,17.613854552912112,20.596901878448637
197210,109.6,3.10333,42.3,17.53318385415855,20.502387938457563
197211,115.1,3.12667,42.4,18.338894714968056,21.44189509312752
197212,117.5,3.15,42.5,18.64571944207368,21.796816349100666
197301,118.4,3.15667,42.6,18.712530467302432,21.870338532710928
197302,114.2,3.16333,42.9,17.88988959919375,20.905882678986963
197303,112.4,3.17,43.3,17.412142058290335,20.345254441323746
197304,110.3,3.18667,43.6,16.935740066050826,19.787325522958476
197305,107.2,3.20333,43.9,16.314338759668573,19.06114572900689
197306,104.8,3.22,44.2,15.808323047681979,18.47060167810374
197307,105.8,3.23667,44.3,15.889518573988783,18.565516582822475
197308,103.8,3.25333,45.1,15.278501094706122,17.852222658614057
197309,105.6,3.27,45.2,15.475308601805564,18.08208372793546
197310,109.8,3.30667,45.6,15.913516308933383,18.592078071081126
197311,102.0,3.34333,45.9,14.651845159710568,17.1197429771395
197312,94.78,3.38,46.2,13.493329686205888,15.771102210645237
197401,96.11,3.4,46.6,13.530721892513952,15.81914151846466
197402,93.45,3.42,47.2,12.957321280205392,15.15429214633874
197403,97.44,3.44,47.8,13.310364239140167,15.571122142264331
197404,92.46,3.46,48.0,12.55041104854091,14.688309996556313
197405,89.67,3.48,48.6,11.995436947329663,14.045930080444723
197406,89.79,3.5,49.0,11.888498820079,13.927722593419741
197407,79.31,3.53,49.4,10.394141805327052,12.188506545696
197408,76.03,3.56,50.0,9.824195723141198,11.532942434954501
197409,68.12,3.59,50.6,8.680421305646334,10.206222645077478
197410,69.44,3.59333,51.1,8.744983833809586,10.297190694389569
197411,71.74,3.59667,51.5,8.948984512755606,10.551515010335244
197412,67.07,3.6,51.9,8.289060055923084,9.789483231199641
197501,72.56,3.62333,52.1,8.92099550840425,10.549889518230232
197502,80.1,3.64667,52.5,9.762246716166471,11.556048733542475
197503,83.78,3.67,52.7,10.163796767444037,12.041659481362924
197504,84.72,3.68333,52.9,10.23307613660592,12.133964603730444
197505,90.1,3.69667,53.2,10.818139119335807,12.836132514309538
197506,92.4,3.71,53.6,11.011354609247666,13.073236851521406
197507,92.49,3.71,54.2,10.902767048238578,12.95241203093511
197508,85.71,3.71,54.3,10.089769593328016,11.997338854776963
197509,84.67,3.71,54.6,9.918905356559423,11.805187590081815
197510,88.57,3.7,54.9,10.327599777501108,12.300949653188114
197511,90.07,3.69,55.3,10.435859457947897,12.438145517109932
197512,88.7,3.68,55.5,10.250368416256835,12.225327151884704
197601,96.86,3.68333,55.6,11.185051362622147,13.344852948567938
197602,100.6,3.68667,55.8,11.586092994449684,13.825819214816374
197603,101.1,3.69,55.9,11.631754403566505,13.8819523757625
197604,101.9,3.71333,56.1,11.689164132206367,13.951298003011868
197605,101.2,3.73667,56.5,11.532053585609418,13.764637153557779
197606,101.8,3.76,56.8,11.543841631417097,13.779039853350046
197607,104.2,3.79,57.1,11.757490488689905,14.033225918703826
197608,103.3,3.82,57.4,11.597986002509245,13.842562825921192
197609,105.5,3.85,57.6,11.805990949539783,14.089874827138575
197610,101.9,3.91667,57.9,11.345696136316693,13.54159168993016
197611,101.2,3.98333,58.0,11.248855860507959,13.427973102245366
197612,104.7,4.05,58.2,11.597589726582934,13.845167133360263
197701,103.8,4.09667,58.5,11.437961346787548,13.656100626714087
197702,101.0,4.14333,59.1,11.014841854222771,13.154123053942898
197703,100.6,4.19,59.5,10.89574651166273,13.015883122750964
197704,99.05,4.24667,60.0,10.636037409141348,12.710931427883896
197705,98.76,4.30333,60.3,10.548486693556988,12.61231292572073
197706,99.29,4.36,60.7,10.53002395909075,12.596542842152303
197707,100.2,4.40667,61.0,10.567692447775398,12.647994539435668
197708,97.75,4.45333,61.2,10.268385666710987,12.297488474266258
197709,96.23,4.5,61.4,10.067742820070695,12.065823759131625
197710,93.74,4.55667,61.6,9.76666629955654,11.715003066672738
197711,94.28,4.61333,61.9,9.766299983660195,11.724729783734967
197712,93.82,4.67,62.1,9.678266582535917,11.629817356636806
197801,90.25,4.71333,62.5,9.241462260934684,11.117327063419964
197802,88.98,4.75667,62.9,9.045263570704737,10.894504079092554
197803,88.82,4.8,63.4,8.95042007763389,10.793768769045762
197804,92.71,4.83667,63.9,9.262588720866841,11.182400797006668
197805,97.41,4.87333,64.5,9.634910728598445,11.642215937209855
197806,97.66,4.91,65.2,9.549678981041733,11.549477957050755
197807,97.19,4.94667,65.7,9.425524047787356,11.409884648364542
197808,103.9,4.98333,66.0,10.023970854003746,12.14238973125799
197809,103.9,5.02,66.5,9.941887473004407,12.051024072050556
197810,100.6,5.03667,67.1,9.533608358208829,11.565326820474889
197811,94.71,5.05333,67.4,8.928418902293147,10.842331646474513
197812,96.11,5.07,67.7,9.011941819133826,10.953907642577782
197901,99.71,5.11333,68.3,9.25763691913997,11.26102034126224
197902,98.23,5.15667,69.1,9.003740371045632,10.961002211569236
197903,100.1,5.2,69.8,9.070785029660762,11.05059648407652
197904,102.1,5.24667,70.6,9.133063566217412,11.133601762772875
197905,99.73,5.29333,71.5,8.794383289814956,10.728950511599079
197906,101.7,5.34,72.3,8.85393776469395,10.809180598290334
197907,102.7,5.39667,73.1,8.827498045542361,10.784338517075035
197908,107.4,5.45333,73.8,9.127165797215032,11.15633137584919
197909,108.6,5.51,74.6,9.112758990740955,11.144412105091897
197910,104.5,5.55667,75.2,8.681843306899312,10.624838288277688
197911,103.7,5.60333,75.9,8.518784302983558,10.433469269423107
197912,107.8,5.65,76.7,8.745204404669293,10.717928631289357
198001,110.9,5.7,77.8,8.850934180729109,10.85408187872476
198002,115.3,5.75,78.9,9.054476092192516,11.109252312727028
198003,104.7,5.8,80.1,8.0811509007855,9.924835697356505
198004,103.0,5.84667,81.0,7.844024504719217,9.64444804829732
198005,107.7,5.89333,81.8,8.104225807176496,9.974412483708676
198006,114.6,5.94,82.7,8.51207796230674,10.484904625773895
198007,119.8,5.98333,82.7,8.880865527295844,10.94693073431367
198008,123.5,6.02667,83.3,9.071005981618383,11.18854525781743
198009,126.5,6.07,84.0,9.19604013174324,11.349812726304929
198010,130.2,6.1,84.8,9.35784104675711,11.556163110889692
198011,135.7,6.13,85.5,9.654043663233391,11.927567744896841
198012,133.5,6.16,86.3,9.389902084921744,11.608006971345494
198101,133.0,6.2,87.0,9.259404530877951,11.454209284131183
198102,128.4,6.24,87.9,8.829899353831308,10.932069150005741
198103,133.2,6.28,88.5,9.081096883854624,11.25140376960073
198104,134.4,6.31667,89.1,9.085561230788743,11.265311096462016
198105,131.7,6.35333,89.8,8.818483466548066,10.943243788709792
198106,132.3,6.39,90.6,8.765340744304925,10.886260091011929
198107,129.1,6.43333,91.6,8.445319467875509,10.498717805693907
198108,129.6,6.47667,92.3,8.399806316566437,10.452105800480165
198109,118.3,6.52,93.2,7.581163051923156,9.446392731834708
198110,119.8,6.55667,93.4,7.649141713319212,9.543753400017172
198111,122.9,6.59333,93.7,7.810752565716109,9.757177879149886
198112,123.8,6.63,94.0,7.832562137141895,9.79589996157547
198201,117.3,6.66,94.3,7.3886599733759954,9.253826807056987
198202,114.5,6.69,94.6,7.181823450546734,9.008823810691187
198203,110.8,6.72,94.5,6.950673793536033,8.734195921151276
198204,116.3,6.75,94.9,7.259072625426149,9.13576229951182
198205,116.4,6.78,95.8,7.1926124844646235,9.066293563047877
198206,109.7,6.81,97.0,6.692133988197591,8.451496753639915
198207,109.4,6.82333,97.5,6.638653100208761,8.400296954038714
198208,109.7,6.83667,97.7,6.643422752166092,8.422750758567592
198209,122.4,6.85,97.9,7.3988382003233095,9.393844285012223
198210,132.7,6.85667,98.2,7.999840994534589,10.167766914461478
198211,138.1,6.86333,98.0,8.34747693815543,10.61939966902232
198212,139.4,6.87,97.6,8.467738401400478,10.782007239538869
198301,144.3,6.88333,97.8,8.756783224134745,11.158544264730379
198302,146.8,6.89667,97.9,8.910493436624119,11.36206826684861
198303,151.9,6.91,97.9,9.232829705190525,11.77931272112625
198304,157.7,6.92,98.6,9.531581284160412,12.165031590630463
198305,164.1,6.93,99.2,9.874456504668403,12.605255648355708
