key,P,D,CPI,CAPE,TRCAPE
190909,10.19,0.43,9.609669421,15.254446436821171,18.92589078547679
190910,10.23,0.4333,9.8,14.988845296121763,18.595961438316653
190911,10.18,0.4367,9.895165289,14.745631176824585,18.29434091490157
190912,10.3,0.44,9.990330579,14.750638489265034,18.299718545945847
191001,10.08,0.4425,9.895165289,14.547885040564147,18.048500786602396
191002,9.72,0.445,9.895165289,14.0020379030327,17.374142485913502
191003,9.96,0.4475,10.08541488,14.05000696507782,17.4357304745636
191004,9.72,0.45,10.18058017,13.559883620820079,16.832242284802884
191005,9.56,0.4525,9.990330579,13.568792287251444,16.849954664554467
191006,9.1,0.455,9.895165289,13.019657302315933,16.17690827240452
191007,8.64,0.4575,9.895165289,12.342581259985213,15.347332499645285
191008,8.85,0.46,9.8,12.745055150886246,15.85895531084853
191009,8.91,0.4625,9.704834711,12.937161101070838,16.108720433280777
191010,9.32,0.465,9.419419835,13.918866656445807,17.339823908583153
191011,9.31,0.4675,9.229089256,14.16452317578035,17.653921691005696
191012,9.05,0.47,9.229089256,13.741478417781543,17.13631638581223
191101,9.27,0.47,9.229089256,14.049215181401202,17.527975125717887
191102,9.43,0.47,8.94367438,14.721488469928298,18.374592785196658
191103,9.32,0.47,9.038839669,14.370623221979526,17.94421195551447
191104,9.28,0.47,8.753424793,14.75293542032935,18.430686396998265
191105,9.48,0.47,8.753424793,15.047660591685036,18.805342832580806
191106,9.67,0.47,8.753424793,15.328355684719273,19.161771874042575
191107,9.63,0.47,8.848509091,15.083110578700255,18.861627429791678
191108,9.17,0.47,9.134004959,13.899790665654434,17.392599372771908
191109,8.67,0.47,9.229089256,12.997953983252426,16.279970359273157
191110,8.72,0.47,9.229089256,13.066472850619185,16.382298462120715
191111,9.07,0.47,9.134004959,13.727997586413089,17.22646715336685
191112,9.11,0.47,9.038839669,13.929258419578225,17.49407644299605
191201,9.12,0.4708,9.134004959,13.794952631845817,17.340766146480284
191202,9.04,0.4717,9.229089256,13.531634369686586,17.02447044213642
191203,9.3,0.4725,9.419419835,13.639769173944165,17.172513777043747
191204,9.59,0.4733,9.704834711,13.65439269055323,17.200337051440428
191205,9.58,0.4742,9.704834711,13.64550068561236,17.19887872315537
191206,9.58,0.475,9.609669421,13.78541740450252,17.384332578345738
191207,9.59,0.4758,9.609669421,13.802876645015775,17.414315464952494
191208,9.81,0.4767,9.704834711,13.984761763426267,17.649150043747625
191209,9.86,0.4775,9.8,13.92628500131586,17.579229265969396
191210,9.84,0.4783,9.8,13.905092701178457,17.556109765014845
191211,9.73,0.4792,9.8,13.749541018606523,17.3651099454777
191212,9.38,0.48,9.704834711,13.388999452579622,16.915632310225796
191301,9.3,0.48,9.8,13.148088791761552,16.616510711718934
191302,8.97,0.48,9.8,12.682960516236747,16.037450941848554
191303,8.8,0.48,9.8,12.44345351518365,15.745059939032133
191304,8.79,0.48,9.8,12.433067081795157,15.742029169880434
191305,8.55,0.48,9.7,12.221401061154117,15.48645540852973
191306,8.12,0.48,9.8,11.491962852761217,14.577005951226642
191307,8.23,0.48,9.9,11.534022795459853,14.645116150014811
191308,8.45,0.48,9.9,11.846840543564623,15.056415065211743
191309,8.53,0.48,10.0,11.843316826625964,15.065935573976567
191310,8.26,0.48,10.0,11.471490240312288,14.609857401411734
191311,8.05,0.48,10.1,11.072537845038003,14.120136915548976
191312,8.04,0.48,10.0,11.174040870036787,14.268761140269412
191401,8.37,0.475,10.0,11.636092105046128,14.875360055450988
191402,8.48,0.47,9.9,11.910233879798234,15.24217817036937
191403,8.32,0.465,9.9,11.685526018836823,14.971980169053355
191404,8.12,0.46,9.8,11.522662536200231,14.781642625967603
191405,8.17,0.455,9.9,11.479008694164479,14.742681655780244
191406,8.13,0.45,9.9,11.428715168831884,14.694917610765904
191407,7.68,0.445,10.0,10.69434518304014,13.769849699257307
191408,7.68,0.44,10.2,10.492046265076432,13.52814006705135
191409,7.68,0.435,10.2,10.50049730180213,13.558230015308235
191410,7.68,0.43,10.1,10.612759466126223,13.722477893212883
191411,7.68,0.425,10.2,10.516917642992121,13.61709230320716
191412,7.35,0.42,10.1,10.172217991997861,13.191719327709963
191501,7.48,0.4208,10.1,10.359834197757268,13.455503012706075
191502,7.38,0.4217,10.0,10.32978620966069,13.435767253018053
191503,7.57,0.4225,9.9,10.707013188682813,13.942381087442433
191504,8.14,0.4233,10.0,11.401123789000188,14.855567969356304
191505,7.95,0.4242,10.1,11.026929876471314,14.376666202260218
191506,8.04,0.425,10.1,11.154262189096343,14.54859526342043
191507,8.01,0.4258,10.1,11.113629393949605,14.499550030038991
191508,8.35,0.4267,10.1,11.584831641604604,15.113448857043245
191509,8.66,0.4275,10.1,12.011570757825899,15.664883714157849
191510,9.14,0.4283,10.2,12.549076133220161,16.354096721194875
191511,9.46,0.4292,10.3,12.857714453559321,16.740136872288538
191512,9.48,0.43,10.3,12.878444602185995,16.74931303094313
191601,9.33,0.4408,10.4,12.543563692516182,16.297027766820733
191602,9.2,0.4517,10.4,12.354652326458808,16.0348356121369
191603,9.17,0.4625,10.5,12.177052795748489,15.786513243251898
191604,9.07,0.4733,10.6,11.906481776593191,15.418161727089258
191605,9.27,0.4842,10.7,12.026256671905172,15.553193893472132
191606,9.36,0.495,10.8,11.99596122294659,15.49303551115823
191607,9.23,0.5058,10.8,11.79116527525456,15.208320664732781
191608,9.3,0.5167,10.9,11.73208263887417,15.109356185858465
191609,9.68,0.5275,11.1,11.94455241750448,15.357396326406269
191610,9.98,0.5383,11.3,12.045741763370806,15.460165685093678
191611,10.21,0.5492,11.5,12.05323040323051,15.442014290555159
191612,9.8,0.56,11.6,11.413559188849499,14.599793322642697
191701,9.57,0.5708,11.7,10.99236142738343,14.041135988701305
191702,9.03,0.5817,12.0,10.063187738735735,12.842799550212751
191703,9.31,0.5925,12.0,10.327157080107881,13.1703930397845
191704,9.17,0.6033,12.6,9.644531197281239,12.294303251461328
191705,8.86,0.6142,12.8,9.138988813373581,11.651154264223987
191706,9.04,0.625,13.0,9.148220259539588,11.66616164643314
191707,8.79,0.6358,12.8,9.003472377228809,11.489562693980325
191708,8.53,0.6467,13.0,8.572680466753784,10.950858128288129
191709,8.12,0.6575,13.3,7.950823264217068,10.172312597694537
191710,7.68,0.6683,13.5,7.387133711108148,9.471824730904867
191711,7.04,0.6792,13.5,6.753013604774311,8.685566999658072
191712,6.8,0.69,13.7,6.412593898119822,8.276399642938673
191801,7.21,0.68,14.0,6.640646028655352,8.595793073444538
191802,7.43,0.67,14.1,6.784343551630282,8.805231160083416
191803,7.28,0.66,14.0,6.686355760455896,8.70198991891961
191804,7.21,0.65,14.2,6.520727730547161,8.509743222676185
191805,7.44,0.64,14.5,6.582363231621083,8.611793024214064
191806,7.45,0.63,14.7,6.496291318641057,8.520437710799532
191807,7.51,0.62,15.1,6.371324093848991,8.376754187586183
191808,7.58,0.61,15.4,6.303073760914596,8.306783093578108
191809,7.54,0.6,15.7,6.1491705624316815,8.123455571657985
191810,7.86,0.59,16.0,6.290515321191323,8.327848122326698
191811,8.06,0.58,16.3,6.333327495354157,8.401160261482259
191812,7.9,0.57,16.5,6.134580411283433,8.154692711003744
191901,7.85,0.5667,16.5,6.098467639950105,8.124580564550628
191902,7.88,0.5633,16.2,6.239692771364979,8.32997519543046
191903,8.12,0.56,16.4,6.356074004869144,8.500546247332402
191904,8.39,0.5567,16.7,6.456139555819275,8.647742227531763
191905,8.97,0.5533,16.9,6.829002261482032,9.15802248053966
191906,9.21,0.55,16.9,7.021615214784132,9.425904150649673
191907,9.51,0.5467,17.4,7.052837165446311,9.47541850809658
191908,8.87,0.5433,17.7,6.479131101705276,8.714460950481726
191909,9.01,0.54,17.8,6.55848167206126,8.83018354582364
191910,9.47,0.5367,18.1,6.794704199949302,9.154895912259956
191911,9.19,0.5333,18.5,6.46702257413313,8.720924139143508
191912,8.92,0.53,18.9,6.160717033799177,8.316097713382979
192001,8.83,0.5283,19.3,5.989667771139438,8.093561310184848
192002,8.1,0.5267,19.5,5.455347649907772,7.382545880838516
192003,8.67,0.525,19.7,5.798822727557158,7.8563273114693555
192004,8.6,0.5233,20.3,5.599858725506184,7.596115367581555
192005,8.06,0.5217,20.6,5.188950462047495,7.050218771960482
192006,7.92,0.52,20.9,5.04363968045162,6.8644453350168195
192007,7.91,0.5183,20.8,5.080592919540795,6.926495758932951
192008,7.6,0.5167,20.3,5.020701077922857,6.857875483818916
192009,7.87,0.515,20.0,5.297162770108058,7.2473452714932485
192010,7.88,0.5133,19.9,5.351177393424156,7.332765891083624
192011,7.48,0.5117,19.8,5.1264079309479245,7.037251050845026
192012,6.81,0.51,19.4,4.784241045083246,6.5824249808668895
192101,7.11,0.5058,19.0,5.122184146887372,7.060922716237087
192102,7.06,0.5017,18.4,5.2748571912050455,7.285788401716891
192103,6.88,0.4975,18.3,5.192348158684176,7.186643149633991
192104,6.91,0.4933,18.1,5.297085922739674,7.3471112451693426
192105,7.12,0.4892,17.7,5.609469225330776,7.795301223200645
192106,6.55,0.485,17.6,5.216110960989321,7.26637410349085
192107,6.53,0.4808,17.7,5.1977793619054715,7.259080472195279
192108,6.45,0.4767,17.7,5.161294823215732,7.2275602020151375
192109,6.61,0.4725,17.5,5.37752442545826,7.550587578930369
192110,6.7,0.4683,17.5,5.479257678053349,7.714162098732495
192111,7.06,0.4642,17.4,5.838196993200892,8.239946078763095
192112,7.31,0.46,17.3,6.114158849417271,8.649852794077939
192201,7.3,0.4642,16.9,6.287087290347129,8.91709647318322
192202,7.46,0.4683,16.9,6.4613058726969825,9.18553786904006
192203,7.74,0.4725,16.7,6.82138724903604,9.717409145828125
192204,8.21,0.4767,16.7,7.27325339020986,10.378612240077569
192205,8.53,0.4808,16.7,7.593467258919377,10.851308007115504
192206,8.45,0.485,16.7,7.557987351755126,10.815617689535216
192207,8.51,0.4892,16.8,7.60209504577403,10.892058792535375
192208,8.83,0.4933,16.6,8.020030689895775,11.501719558533326
192209,9.06,0.4975,16.6,8.265083002284301,11.86154330888268
192210,9.26,0.5017,16.7,8.432151998761896,12.10747181909754
192211,8.8,0.5058,16.8,7.998253772269836,11.49176715541015
192212,8.78,0.51,16.9,7.964679864940001,11.44971327639581
192301,8.9,0.5117,16.8,8.154200483069156,11.72595361411514
192302,9.28,0.5133,16.8,8.533360579065972,12.272020083350819
192303,9.43,0.515,16.8,8.700737500978533,12.511853851855697
192304,9.1,0.5167,16.9,8.372809668463818,12.04067197655176
192305,8.67,0.5183,16.9,8.000497867598213,11.507770660192872
192306,8.34,0.52,17.0,7.671825282673083,11.038669785687139
192307,8.06,0.5217,17.2,7.345985119490652,10.574996358749738
192308,8.1,0.5233,17.1,7.441783174217374,10.717769172275755
192309,8.15,0.525,17.2,7.458183867189799,10.745088848507418
192310,8.03,0.5267,17.3,7.3174003956214815,10.546507102779904
192311,8.27,0.5283,17.3,7.546327911916237,10.87867181185551
192312,8.55,0.53,17.3,7.8097391449387485,11.258350617018136
192401,8.83,0.5317,17.3,8.072249446037382,11.633992739691037
192402,8.87,0.5333,17.2,8.16206622085036,11.760979709538777
192403,8.7,0.535,17.1,8.058077044116096,11.610015219838782
192404,8.5,0.5367,17.0,7.923620348327986,11.416959092815109
192405,8.47,0.5383,17.0,7.899698330665295,11.38353172277583
192406,8.63,0.54,17.0,8.05167694639665,11.603299337130556
192407,9.03,0.5417,17.1,8.377712139971836,12.071823287457525
192408,9.34,0.5433,17.0,8.717418308548332,12.559042780803473
192409,9.25,0.545,17.1,8.581670375209056,12.36273087610069
192410,9.13,0.5467,17.2,8.419491035872426,12.130082536261687
192411,9.64,0.5483,17.2,8.888327361250973,12.80395081495657
192412,10.16,0.55,17.3,9.310639680416376,13.4083915943481
192501,10.58,0.5542,17.3,9.692618852254999,13.953065695481383
192502,10.67,0.5583,17.2,9.830804722819575,14.143902484635953
192503,10.39,0.5625,17.3,9.518537538810033,13.685923349947965
192504,10.28,0.5667,17.2,9.476566787903069,13.615545452014175
192505,10.61,0.5708,17.3,9.729007694021332,13.963817337114971
192506,10.8,0.575,17.5,9.796386180450611,14.043411328040774
192507,11.1,0.5792,17.7,9.9639938917878,14.263012384495758
192508,11.25,0.5833,17.7,10.110918458488943,14.449940451105398
192509,11.51,0.5875,17.7,10.359247611348502,14.777258376991174
192510,11.89,0.5917,17.7,10.718495997022927,15.25679610015136
192511,12.26,0.5958,18.0,10.886317440307932,15.45834517203625
192512,12.46,0.6,17.9,11.147365239137253,15.788866974247389
192601,12.65,0.6075,17.9,11.340966188506236,16.0188508360703
192602,12.67,0.615,17.9,11.389435672748013,16.041273315196623
192603,11.81,0.6225,17.8,10.712352062732489,15.04686940175299
192604,11.48,0.63,17.9,10.395587685954737,14.56236672825741
192605,11.56,0.6375,17.8,10.575158463806105,14.771860041900325
192606,12.11,0.645,17.7,11.197979740229965,15.591949753085153
192607,12.62,0.6525,17.5,11.869694058481281,16.469124743360346
192608,13.12,0.66,17.4,12.488808219521882,17.260693795594303
192609,13.32,0.6675,17.5,12.692614823344726,17.470213778374863
192610,13.02,0.675,17.6,12.426517521583357,17.033811722274994
192611,13.19,0.6825,17.7,12.615251212344491,17.21908527437661
192612,13.49,0.69,17.7,13.009052728993137,17.677841903544778
192701,13.4,0.6967,17.5,13.185930628677799,17.836264453737655
192702,13.66,0.7033,17.4,13.633966132216223,18.358019636037508
192703,13.87,0.71,17.3,14.033257507604493,18.811934763187693
192704,14.21,0.7167,17.3,14.488222209157062,19.335123464058157
192705,14.7,0.7233,17.4,15.002347055737118,19.93609668295842
192706,14.89,0.73,17.6,15.120333481747526,20.01058803113645
192707,15.22,0.7367,17.3,15.820802594477751,20.854728675080462
192708,16.03,0.7433,17.2,16.862861852763807,22.135608380554537
192709,16.94,0.75,17.3,17.818723713516434,23.292169691516687
192710,16.68,0.7567,17.4,17.537237852261097,22.835106977288756
192711,17.06,0.7633,17.3,18.131301434952434,23.520186815644788
192712,17.46,0.77,17.3,18.64662402140254,24.099196924913038
192801,17.53,0.7767,17.3,18.80612857170078,24.22041735776547
192802,17.32,0.7833,17.1,18.868850519584047,24.221421773126774
192803,18.25,0.79,17.1,19.94341779906455,25.5137629486994
192804,19.4,0.7967,17.1,21.257909249487504,27.0986391894648
192805,20.0,0.8033,17.2,21.832732178740038,27.733593696413877
192806,19.02,0.81,17.1,20.913421576866714,26.482054104053237
192807,19.16,0.8167,17.1,21.081905435296804,26.613845391227315
192808,19.78,0.8233,17.1,21.762131502579248,27.390718137541477
192809,21.17,0.83,17.3,23.00464944615924,28.866481380789015
192810,21.6,0.8367,17.2,23.578344239585046,29.500230182003204
192811,23.06,0.8433,17.2,25.121984571109596,31.338079943327802
192812,23.15,0.85,17.1,25.301591027426152,31.472825431435925
192901,24.86,0.86,17.1,27.083199620832776,33.5909376991064
192902,24.99,0.87,17.1,27.13167279824739,33.55503953254025
192903,25.43,0.88,17.0,27.67574843786187,34.12929095561018
192904,25.28,0.89,16.9,27.568454472898292,33.90256313811528
192905,25.66,0.9,17.0,27.698586875008125,33.970071523184764
192906,26.15,0.91,17.1,27.93546783028868,34.16978639311385
192907,28.48,0.92,17.3,29.93328940684221,36.510951968420386
192908,30.1,0.93,17.3,31.480313247173008,38.2916955584372
192909,31.3,0.94,17.3,32.56378859877671,39.500688697971846
192910,27.99,0.95,17.3,28.961067164354795,35.04745819008634
192911,20.58,0.96,17.3,21.17103600009704,25.588770763962717
192912,21.4,0.97,17.2,22.00737317641834,26.566024428345138
193001,21.71,0.9708,17.1,22.310724294336858,26.898469896328518
193002,23.07,0.9717,17.0,23.69711774933589,28.533590991681248
193003,23.94,0.9725,16.9,24.586607792668854,29.568429499384266
193004,25.46,0.9733,17.0,25.84343686201832,31.040920119317008
193005,23.94,0.9742,16.9,24.309760633908184,29.174802108988985
193006,21.52,0.975,16.8,21.866899333389487,26.23584668157191
193007,21.06,0.9758,16.6,21.548797592546656,25.853225798800068
193008,20.79,0.9767,16.5,21.30060224111816,25.558473871970424
193009,20.78,0.9775,16.6,21.072581788447327,25.29005155186122
193010,17.92,0.9783,16.5,18.214870154658634,21.881118207635726
193011,16.62,0.9792,16.4,16.939711377775176,20.377938385497806
193012,15.51,0.98,16.1,16.05500185653133,19.349603578733856
193101,15.98,0.9667,15.9,16.705478731547622,20.16754087441771
193102,17.2,0.9533,15.7,18.161492436976097,21.95500716746244
193103,17.53,0.94,15.6,18.57956103279129,22.489225916378572
193104,15.86,0.9267,15.5,16.87231533160967,20.459812584802652
193105,14.33,0.9133,15.3,15.401539999110119,18.720726910122227
193106,13.87,0.9,15.1,15.062476074643255,18.355604584013694
193107,14.33,0.8867,15.1,15.516750095516326,18.955242288187456
193108,13.9,0.8733,15.1,15.006276602886548,18.380525991208902
193109,11.83,0.86,15.0,12.817745261106888,15.756886512834587
193110,10.25,0.8467,14.9,11.145926407660932,13.764337388796354
193111,10.39,0.8333,14.7,11.41560029564468,14.160676478302927
193112,8.44,0.82,14.6,9.306032867968321,11.61319908856785
193201,8.3,0.7933,14.3,9.312406455177848,11.690735613244433
193202,8.23,0.7667,14.1,9.336932251008408,11.788158853263369
193203,8.26,0.74,14.0,9.413065028012216,11.947423933156468
193204,6.28,0.7133,13.9,7.192233196115491,9.194748213584605
193205,5.51,0.6867,13.7,6.390857289881446,8.236318664933407
193206,4.77,0.66,13.6,5.5650593715289665,7.237633926294592
193207,5.01,0.6333,13.6,5.8387636718512015,7.654884014145598
193208,7.53,0.6067,13.5,8.834653205181214,11.631377927995503
193209,8.26,0.58,13.4,9.761168564063711,12.893505025072663
193210,7.12,0.5533,13.3,8.478606607689084,11.242814157261988
193211,7.05,0.5267,13.2,8.4633095671229,11.262911076993218
193212,6.82,0.5,13.1,8.257073999100685,11.026422344303821
193301,7.09,0.495,12.9,8.72804616281353,11.691967993175695
193302,6.25,0.49,12.7,7.826051751316599,10.523079525637069
193303,6.23,0.485,12.6,7.87468132294317,10.626790503904568
193304,6.89,0.48,12.6,8.723101646068114,11.805335595835263
193305,8.87,0.475,12.6,11.249651251932447,15.246808142532835
193306,10.39,0.47,12.7,13.09887551726952,17.765664123579917
193307,11.23,0.465,13.1,13.754304493874537,18.66129596476301
193308,10.67,0.46,13.2,12.99952705036774,17.646361139482373
193309,10.58,0.455,13.2,12.92292061488599,17.55045364052348
193310,9.55,0.45,13.2,11.696253568143698,15.896625559601672
193311,9.78,0.445,13.2,12.011766193389938,16.334983881493507
193312,9.97,0.44,13.2,12.281801622601114,16.709206885291184
193401,10.54,0.4408,13.2,13.02511982833238,17.72357732468964
193402,11.32,0.4417,13.3,13.926922904274294,18.94940244124684
193403,10.74,0.4425,13.3,13.254537629740089,18.03649356197154
193404,10.92,0.4433,13.3,13.518389284490091,18.396276947912707
193405,9.81,0.4442,13.3,12.181583235024025,16.583942576102277
193406,9.94,0.445,13.4,12.287726483952426,16.73447898214168
193407,9.47,0.4458,13.4,11.741524229318244,15.999498232451348
193408,9.1,0.4467,13.4,11.315025981829047,15.429440235825348
193409,8.88,0.4475,13.6,10.909954083288843,14.889060036884642
193410,8.95,0.4483,13.5,11.10835260535173,15.17197463603116
193411,9.2,0.4492,13.5,11.448808690205704,15.647600135571409
193412,9.26,0.45,13.4,11.63933756647589,15.918287827037348
193501,9.26,0.45,13.6,11.495907968201598,15.731975583272817
193502,8.98,0.45,13.7,11.087812159055568,15.17997313931075
193503,8.41,0.45,13.7,10.398272404790033,14.24112074864101
193504,9.04,0.446667,13.8,11.104210207149519,15.203114450417107
193505,9.75,0.443333,13.8,11.985576683480094,16.397052898465702
193506,10.12,0.44,13.7,12.539519324443889,17.136505102037557
193507,10.65,0.44,13.7,13.202137936511006,18.016989509797174
193508,11.37,0.44,13.7,14.105056846668951,19.219226540421463
193509,11.61,0.44,13.7,14.418891702707432,19.615521489913746
193510,11.92,0.45,13.7,14.826232627114088,20.137764924493
193511,13.04,0.46,13.8,16.12960516325114,21.86806017074908
193512,13.04,0.47,13.8,16.159192714615326,21.869913075541863
193601,13.76,0.48,13.8,17.087359845997245,23.08229070469261
193602,14.55,0.49,13.8,18.10453645951779,24.406816425328504
193603,14.86,0.5,13.7,18.66047820392602,25.104585822781512
193604,14.88,0.516667,13.7,18.718999665151493,25.13235182642463
193605,14.09,0.533333,13.7,17.75019251932864,23.78763740930131
193606,14.69,0.55,13.8,18.39300106583134,24.60018864260261
193607,15.56,0.57,13.9,19.360464512319133,25.838977130610214
193608,15.87,0.59,14.0,19.623060162983755,26.13339080364112
193609,16.05,0.61,14.0,19.862024243287628,26.39571021198165
193610,16.89,0.646667,14.0,20.913091852533118,27.73333727400837
193611,17.36,0.683333,14.0,21.49976534102416,28.451474941810396
193612,17.06,0.72,14.0,21.12566354815544,27.902761077390355
193701,17.59,0.73,14.1,21.618741582953508,28.49563792663865
193702,18.11,0.74,14.1,22.24422155280516,29.256928436697695
193703,18.09,0.75,14.2,22.042197016050576,28.928361986280784
193704,17.01,0.78,14.3,20.556579457432868,26.92894686820966
193705,16.25,0.81,14.4,19.474174686572113,25.47260246691418
193706,15.64,0.84,14.4,18.71165996036497,24.446563497204846
193707,16.57,0.816667,14.5,19.646723279607635,25.628756089453557
193708,16.74,0.793333,14.5,19.806982577380968,25.793551964451087
193709,14.37,0.77,14.6,16.847882862705816,21.91340053366968
193710,12.28,0.78,14.6,14.361659574753363,18.67277487158366
193711,11.2,0.79,14.5,13.158119166486069,17.11371804346068
193712,11.02,0.8,14.4,13.008483033706138,16.92880600119706
193801,11.31,0.793333,14.2,13.511461918562414,17.591202047422126
193802,11.04,0.786667,14.1,13.263076236460867,17.278131157697942
193803,10.31,0.78,14.1,12.377286234697683,16.140609995378334
193804,9.89,0.766667,14.2,11.789517720684183,15.393610143198424
193805,9.98,0.753333,14.1,11.99227593054569,15.6778212703159
193806,10.21,0.74,14.1,12.288966307788128,16.083606052598867
193807,12.24,0.713333,14.1,14.770328017492066,19.332142114203567
193808,12.31,0.686667,14.1,14.903588512604365,19.505140465262315
193809,11.75,0.66,14.1,14.28233050863997,18.692886470097655
193810,13.06,0.61,14.0,16.06114764333344,21.00776068533958
193811,13.07,0.56,14.0,16.149571800715513,21.100739467650822
193812,12.69,0.51,14.0,15.756484438994008,20.558601794186632
193901,12.5,0.513333,14.0,15.599634410919288,20.324966524351193
193902,12.4,0.516667,13.9,15.664696928954774,20.37879531680514
193903,12.39,0.52,13.9,15.72922374321423,20.428999210181136
193904,10.83,0.523333,13.8,13.91699457981241,18.05203776064043
193905,11.23,0.526667,13.8,14.502929499657785,18.782552949801342
193906,11.43,0.53,13.8,14.833828921489793,19.17798664484765
193907,11.71,0.54,13.8,15.270952598570267,19.706503149702854
193908,11.54,0.55,13.8,15.120082343333998,19.47632269488879
193909,12.77,0.56,14.1,16.452835577060974,21.145000339724778
193910,12.9,0.58,14.0,16.821204806265644,21.56969282096798
193911,12.67,0.6,14.0,16.599238509946648,21.237270183870653
193912,12.37,0.62,14.0,16.280412901283846,20.7840151299076
194001,12.3,0.623333,13.9,16.37848034261367,20.860773184593874
194002,12.22,0.626667,14.0,16.216119847731058,20.60653362319491
194003,12.15,0.63,14.0,16.172906305307908,20.505754657089806
194004,12.27,0.636667,14.0,16.370988707128785,20.710720299995632
194005,10.58,0.643333,14.0,14.138747694800728,17.861798289357655
194006,9.67,0.65,14.1,12.843765598268805,16.21264775114824
194007,9.99,0.656667,14.0,13.369884763210054,16.862230313337157
194008,10.2,0.663333,14.0,13.649399392391636,17.199450235230618
194009,10.63,0.67,14.0,14.214842598620637,17.89452729562805
194010,10.73,0.67,14.0,14.328290323104957,18.02116744041566
194011,10.98,0.67,14.0,14.636689248763613,18.39338133016444
194012,10.53,0.67,14.1,13.90842612235384,17.470115111948232
194101,10.55,0.673333,14.1,13.904158267950834,17.459724031152362
194102,9.89,0.676667,14.1,13.002943303402448,16.330448496085065
194103,9.95,0.68,14.2,12.955719822063326,16.274201363786208
194104,9.64,0.683333,14.3,12.429370389220782,15.620596350743039
194105,9.43,0.686667,14.4,12.037206512481575,15.138524744744716
194106,9.76,0.69,14.7,12.164306590628442,15.307415379169958
194107,10.26,0.693333,14.7,12.744996277919578,16.0450594609343
194108,10.21,0.696667,14.9,12.463173720387806,15.698062133844468
194109,10.24,0.7,15.1,12.279729272093077,15.47568980671912
194110,9.83,0.703333,15.3,11.577814956574075,14.603833689036154
194111,9.37,0.706667,15.4,10.911668685916963,13.78218727985389
194112,8.76,0.71,15.5,10.086593309917905,12.764729919112968
194201,8.93,0.703333,15.7,10.101686431929252,12.807799723300166
194202,8.65,0.696667,15.8,9.680255591749363,12.300243464664577
194203,8.18,0.69,16.0,9.003426617760969,11.470465379020203
194204,7.84,0.68,16.1,8.544255707588263,10.918206150831152
194205,7.93,0.67,16.3,8.506116259696052,10.901248386825081
194206,8.33,0.66,16.3,8.905456928518054,11.442697243987238
194207,8.64,0.646667,16.4,9.150488900994745,11.78499722768222
194208,8.59,0.633333,16.5,9.012823047564297,11.634971805540607
194209,8.68,0.62,16.5,9.077829839371503,11.74514580920027
194210,9.32,0.61,16.7,9.599176749352987,12.442152869609712
194211,9.47,0.6,16.8,9.661334152171655,12.54311180109282
194212,9.52,0.59,16.9,9.617514103283177,12.504872502621087
194301,10.09,0.59,16.9,10.150534220432082,13.21356577053838
194302,10.69,0.59,16.9,10.708982995221264,13.952601800590942
194303,11.07,0.59,17.2,10.850541744036798,14.146459872218612
194304,11.44,0.59,17.4,11.03922714293969,14.400210502607512
194305,11.89,0.59,17.5,11.362215800613688,14.82734448918783
194306,12.1,0.59,17.5,11.516744786451227,15.033775620802517
194307,12.35,0.593333,17.4,11.774213341781653,15.373683748422978
194308,11.74,0.596667,17.3,11.210545904158963,14.645291104906265
194309,11.99,0.6,17.4,11.336281939610284,14.81644761883287
194310,11.88,0.603333,17.4,11.187335503326029,14.629987013874121
194311,11.33,0.606667,17.4,10.631033673001415,13.915069560218228
194312,11.48,0.61,17.4,10.737360316041068,14.068001177874814
194401,11.85,0.613333,17.4,11.052412763977468,14.494846472285817
194402,11.77,0.616667,17.4,10.947918887724716,14.372484109547678
194403,12.1,0.62,17.4,11.224693196180676,14.749564229990954
194404,11.89,0.623333,17.5,10.938275188239395,14.387983948343397
194405,12.1,0.626667,17.5,11.103736936792616,14.620020758909003
194406,12.67,0.63,17.6,11.5327852725325,15.19727476791501
194407,13.0,0.633333,17.7,11.738774750180713,15.480309849362937
194408,12.81,0.636667,17.7,11.541711674209218,15.233407930416256
194409,12.6,0.64,17.7,11.328560584696467,14.966305729668367
194410,12.91,0.64,17.7,11.583105186279122,15.315966613277208
194411,12.82,0.64,17.7,11.478459198055475,15.190706986565058
194412,13.1,0.64,17.8,11.638683593355125,15.414205958668173
194501,13.49,0.643333,17.8,11.96046343980699,15.850197374836519
194502,13.94,0.646667,17.8,12.341753548186313,16.36084162334252
194503,13.93,0.65,17.8,12.323310311389324,16.339009379818222
194504,14.28,0.65,17.8,12.631867236563071,16.745879992645957
194505,14.82,0.65,17.9,13.03656062878535,17.276370053124342
194506,15.09,0.65,18.1,13.130223361406054,17.391992046675036
194507,14.78,0.653333,18.1,12.86702844300916,17.035325856511655
194508,14.83,0.656667,18.1,12.915378562256745,17.092121054476213
194509,15.84,0.66,18.1,13.798264951719782,18.249640785494663
194510,16.5,0.66,18.1,14.37466267539134,18.998880544708705
194511,17.04,0.66,18.1,14.847702661876784,19.608975958272843
194512,17.33,0.66,18.2,15.020347474739966,19.821351248851286
194601,18.02,0.666667,18.2,15.62316317776167,20.599482382192477
194602,18.07,0.673333,18.1,15.761666525801903,20.765541749059164
194603,17.53,0.68,18.3,15.134873415142536,19.92659150042948
194604,18.66,0.68,18.4,16.04084238621592,21.10191695550846
194605,18.7,0.68,18.5,16.013723170832183,21.048307121707516
